selection_event,method,condition_id,corruption_family,severity,instance_id,source_image_id,true_label,eligibility_rule,satisfying_seed_count,seed_predictions,review_id
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,112_0,112,thunderstrike,consensus,3,17:craze:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip,P9A-017
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,161_0,161,corrosion,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip,P9A-018
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,209_0,209,hide_craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip,P9A-019
severe_harmful_flip,mobilenet_v3_small,gaussian_blur_severe,gaussian_blur,severe,209_0,209,hide_craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip,P9A-020
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,238_0,238,crack,consensus,3,17:corrosion:harmful_flip|29:surface_injure:harmful_flip|43:hide_craze:harmful_flip,P9A-021
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,238_1,238,crack,consensus,3,17:corrosion:harmful_flip|29:craze:harmful_flip|43:hide_craze:harmful_flip,P9A-022
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,252_0,252,crack,consensus,3,17:craze:harmful_flip|29:craze:harmful_flip|43:hide_craze:harmful_flip,P9A-023
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,255_1,255,surface_injure,consensus,3,17:corrosion:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip,P9A-024
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,326_0,326,surface_injure,consensus,3,17:corrosion:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip,P9A-025
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,326_1,326,craze,consensus,3,17:corrosion:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip,P9A-026
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,370_1,370,corrosion,consensus,3,17:hide_craze:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip,P9A-027
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,464_0,464,craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip,P9A-028
severe_harmful_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,597_0,597,hide_craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip,P9A-029
severe_harmful_flip,resnet18,brightness_severe,brightness,severe,864_0,864,surface_injure,consensus,3,17:corrosion:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip,P9A-030
severe_stable_wrong,resnet18,brightness_severe,brightness,severe,48_0,48,surface_injure,consensus,3,17:craze:stable_wrong|29:craze:stable_wrong|43:craze:stable_wrong,P9A-031
severe_stable_wrong,mobilenet_v3_small,brightness_severe,brightness,severe,51_0,51,craze,consensus,3,17:surface_injure:stable_wrong|29:corrosion:stable_wrong|43:corrosion:stable_wrong,P9A-032
severe_stable_wrong,resnet18,jpeg_severe,jpeg,severe,51_0,51,craze,majority,2,17:corrosion:stable_wrong|29:corrosion:stable_wrong|43:craze:stable_correct,P9A-033
severe_stable_wrong,resnet18,brightness_severe,brightness,severe,88_0,88,crack,majority,2,17:craze:harmful_flip|29:hide_craze:stable_wrong|43:hide_craze:stable_wrong,P9A-034
severe_stable_wrong,resnet18,jpeg_severe,jpeg,severe,142_0,142,surface_injure,consensus,3,17:corrosion:stable_wrong|29:corrosion:stable_wrong|43:corrosion:stable_wrong,P9A-035
severe_stable_wrong,resnet18,jpeg_severe,jpeg,severe,323_0,323,corrosion,consensus,3,17:surface_injure:stable_wrong|29:hide_craze:stable_wrong|43:surface_injure:stable_wrong,P9A-036
severe_stable_wrong,mobilenet_v3_small,gaussian_blur_severe,gaussian_blur,severe,464_1,464,hide_craze,consensus,3,17:surface_injure:stable_wrong|29:surface_injure:stable_wrong|43:surface_injure:stable_wrong,P9A-037
severe_stable_wrong,resnet18,gaussian_blur_severe,gaussian_blur,severe,546_0,546,corrosion,consensus,3,17:surface_injure:stable_wrong|29:surface_injure:stable_wrong|43:surface_injure:stable_wrong,P9A-038
severe_stable_correct,resnet18,brightness_severe,brightness,severe,13_0,13,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct,P9A-039
severe_stable_correct,resnet18,brightness_severe,brightness,severe,71_0,71,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct,P9A-040
severe_stable_correct,resnet18,brightness_severe,brightness,severe,103_0,103,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct,P9A-041
severe_stable_correct,resnet18,brightness_severe,brightness,severe,112_1,112,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct,P9A-042
severe_stable_correct,resnet18,brightness_severe,brightness,severe,161_0,161,corrosion,consensus,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:corrosion:stable_correct,P9A-043
severe_stable_correct,resnet18,brightness_severe,brightness,severe,250_0,250,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct,P9A-044
severe_stable_correct,resnet18,brightness_severe,brightness,severe,322_0,322,corrosion,consensus,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:corrosion:stable_correct,P9A-045
severe_stable_correct,resnet18,brightness_severe,brightness,severe,686_0,686,thunderstrike,consensus,3,17:thunderstrike:stable_correct|29:thunderstrike:stable_correct|43:thunderstrike:stable_correct,P9A-046
beneficial_flip,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,88_0,88,crack,majority,2,17:crack:stable_correct|29:crack:beneficial_flip|43:crack:beneficial_flip,P9A-047
beneficial_flip,resnet18,gaussian_blur_moderate,gaussian_blur,moderate,142_0,142,surface_injure,consensus,3,17:surface_injure:beneficial_flip|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip,P9A-048
beneficial_flip,resnet18,gaussian_blur_severe,gaussian_blur,severe,142_0,142,surface_injure,consensus,3,17:surface_injure:beneficial_flip|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip,P9A-049
beneficial_flip,resnet18,brightness_severe,brightness,severe,228_1,228,hide_craze,consensus,3,17:hide_craze:beneficial_flip|29:hide_craze:beneficial_flip|43:hide_craze:beneficial_flip,P9A-050
beneficial_flip,mobilenet_v3_small,brightness_severe,brightness,severe,546_0,546,corrosion,consensus,3,17:corrosion:beneficial_flip|29:corrosion:beneficial_flip|43:corrosion:beneficial_flip,P9A-051
beneficial_flip,mobilenet_v3_small,brightness_severe,brightness,severe,546_1,546,corrosion,consensus,3,17:corrosion:beneficial_flip|29:corrosion:beneficial_flip|43:corrosion:beneficial_flip,P9A-052
seed_disagreement,resnet18,brightness_severe,brightness,severe,46_0,46,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip,P9A-053
seed_disagreement,resnet18,brightness_severe,brightness,severe,46_1,46,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:hide_craze:harmful_flip,P9A-054
seed_disagreement,resnet18,brightness_mild,brightness,mild,48_0,48,surface_injure,seed_disagreement,3,17:craze:stable_wrong|29:surface_injure:beneficial_flip|43:craze:stable_wrong,P9A-055
seed_disagreement,resnet18,brightness_mild,brightness,mild,51_0,51,craze,seed_disagreement,3,17:corrosion:stable_wrong|29:corrosion:stable_wrong|43:craze:stable_correct,P9A-056
seed_disagreement,resnet18,brightness_moderate,brightness,moderate,51_0,51,craze,seed_disagreement,3,17:corrosion:stable_wrong|29:corrosion:stable_wrong|43:surface_injure:harmful_flip,P9A-057
seed_disagreement,resnet18,brightness_severe,brightness,severe,54_0,54,hide_craze,seed_disagreement,3,17:corrosion:harmful_flip|29:surface_injure:harmful_flip|43:hide_craze:stable_correct,P9A-058
seed_disagreement,resnet18,brightness_mild,brightness,mild,88_0,88,crack,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:stable_wrong|43:hide_craze:stable_wrong,P9A-059
seed_disagreement,resnet18,brightness_mild,brightness,mild,112_0,112,thunderstrike,seed_disagreement,3,17:thunderstrike:stable_correct|29:thunderstrike:stable_correct|43:surface_injure:harmful_flip,P9A-060
