agreement_rule,scope,condition_id,instance_id,true_label,category,hog_meets_correct_rule,lbp_meets_correct_rule,resnet18_meets_correct_rule,mobilenet_v3_small_meets_correct_rule
strict,clean,clean,332_0,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,363_0,surface_injure,model_specific_failure,True,False,True,True
strict,clean,clean,379_0,hide_craze,model_specific_failure,False,True,True,True
strict,clean,clean,389_0,crack,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,405_0,corrosion,model_specific_failure,False,True,True,True
strict,clean,clean,407_0,surface_injure,model_specific_failure,False,True,True,True
strict,clean,clean,408_1,corrosion,model_specific_failure,False,True,True,True
strict,clean,clean,410_0,corrosion,missed_by_both_cnns,True,False,False,False
strict,clean,clean,410_1,corrosion,misclassified_by_all_four,False,False,False,False
strict,clean,clean,410_1,corrosion,missed_by_both_cnns,False,False,False,False
strict,clean,clean,440_0,crack,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,447_0,crack,model_specific_failure,False,True,True,True
strict,clean,clean,447_1,crack,model_specific_failure,False,True,True,True
strict,clean,clean,457_0,hide_craze,model_specific_failure,False,True,True,True
strict,clean,clean,457_1,hide_craze,model_specific_failure,True,False,True,True
strict,clean,clean,464_0,craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,464_1,hide_craze,missed_by_both_cnns,True,True,False,False
strict,clean,clean,473_0,crack,model_specific_failure,False,True,True,True
strict,clean,clean,476_0,surface_injure,model_specific_failure,False,True,True,True
strict,clean,clean,479_1,thunderstrike,model_specific_failure,False,True,True,True
strict,clean,clean,501_0,corrosion,model_specific_failure,True,False,True,True
strict,clean,clean,505_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,511_0,hide_craze,model_specific_failure,True,False,True,True
strict,clean,clean,521_0,corrosion,misclassified_by_all_four,False,False,False,False
strict,clean,clean,521_0,corrosion,missed_by_both_cnns,False,False,False,False
strict,clean,clean,521_1,corrosion,misclassified_by_all_four,False,False,False,False
strict,clean,clean,521_1,corrosion,missed_by_both_cnns,False,False,False,False
strict,clean,clean,546_0,corrosion,missed_by_both_cnns,False,True,False,False
strict,clean,clean,563_0,craze,model_specific_failure,False,True,True,True
strict,clean,clean,591_2,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,597_0,hide_craze,model_specific_failure,True,False,True,True
strict,clean,clean,598_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,623_1,surface_injure,missed_by_both_cnns,True,True,False,False
strict,clean,clean,643_0,hide_craze,model_specific_failure,True,True,True,False
strict,clean,clean,650_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,658_0,corrosion,misclassified_by_all_four,False,False,False,False
strict,clean,clean,658_0,corrosion,missed_by_both_cnns,False,False,False,False
strict,clean,clean,671_1,surface_injure,misclassified_by_all_four,False,False,False,False
strict,clean,clean,671_1,surface_injure,missed_by_both_cnns,False,False,False,False
strict,clean,clean,686_0,thunderstrike,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,689_0,surface_injure,missed_by_both_cnns,False,True,False,False
strict,clean,clean,696_1,hide_craze,model_specific_failure,False,True,True,True
strict,clean,clean,701_0,craze,model_specific_failure,False,True,True,True
strict,clean,clean,704_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,824_0,craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,863_0,thunderstrike,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,864_0,surface_injure,model_specific_failure,True,False,True,True
strict,clean,clean,875_0,hide_craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
strict,clean,clean,1017_1,hide_craze,model_specific_failure,True,False,True,True
strict,severe_harmful_flip,gaussian_blur_severe,46_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,46_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,51_1,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,61_2,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,73_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,112_0,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,161_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,198_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,209_0,hide_craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,322_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,370_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,370_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,370_2,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,373_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,394_0,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,405_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,408_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,408_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,451_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,464_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,563_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,566_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,580_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,598_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,gaussian_blur_severe,699_0,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,46_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,46_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,51_1,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,61_2,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,73_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,112_0,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,198_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,234_4,hide_craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,370_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,370_2,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,373_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,394_0,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,405_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,408_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,408_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,451_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,464_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,563_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,580_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,598_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,699_0,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,resolution_severe,824_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,32_0,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,32_1,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,46_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,51_1,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,61_1,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,61_2,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,112_0,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,167_1,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,216_0,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,238_0,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,238_1,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,252_0,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,326_0,surface_injure,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,370_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,370_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,370_2,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,373_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,394_0,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,408_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,447_1,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,451_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,464_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,479_1,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,566_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,598_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,brightness_severe,699_0,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,46_1,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,51_1,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,61_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,61_1,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,61_2,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,73_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,81_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,112_0,thunderstrike,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,198_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,214_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,238_0,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,370_2,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,373_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,394_0,crack,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,408_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,451_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,469_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,566_0,corrosion,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,580_0,craze,shared_severe_harmful_flip,,,,
strict,severe_harmful_flip,jpeg_severe,699_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,clean,clean,32_0,thunderstrike,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,32_1,thunderstrike,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,46_0,corrosion,model_specific_failure,False,True,True,True
majority,clean,clean,51_0,craze,misclassified_by_all_four,False,False,False,False
majority,clean,clean,51_0,craze,missed_by_both_cnns,False,False,False,False
majority,clean,clean,51_1,craze,model_specific_failure,False,True,True,True
majority,clean,clean,65_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,81_1,craze,model_specific_failure,True,False,True,True
majority,clean,clean,142_0,surface_injure,misclassified_by_all_four,False,False,False,False
majority,clean,clean,142_0,surface_injure,missed_by_both_cnns,False,False,False,False
majority,clean,clean,161_0,corrosion,model_specific_failure,False,True,True,True
majority,clean,clean,163_0,hide_craze,model_specific_failure,False,True,True,True
majority,clean,clean,166_0,craze,model_specific_failure,False,True,True,True
majority,clean,clean,167_0,craze,model_specific_failure,True,False,True,True
majority,clean,clean,167_1,craze,model_specific_failure,False,True,True,True
majority,clean,clean,178_0,surface_injure,model_specific_failure,True,False,True,True
majority,clean,clean,178_1,surface_injure,model_specific_failure,False,True,True,True
majority,clean,clean,178_2,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,198_0,craze,model_specific_failure,False,True,True,True
majority,clean,clean,209_0,hide_craze,model_specific_failure,True,False,True,True
majority,clean,clean,217_0,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,228_0,hide_craze,missed_by_both_cnns,False,True,False,False
majority,clean,clean,234_2,hide_craze,model_specific_failure,False,True,True,True
majority,clean,clean,238_0,crack,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,238_1,crack,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,252_0,crack,model_specific_failure,False,True,True,True
majority,clean,clean,255_0,surface_injure,misclassified_by_all_four,False,False,False,False
majority,clean,clean,255_0,surface_injure,missed_by_both_cnns,False,False,False,False
majority,clean,clean,257_0,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,257_1,surface_injure,model_specific_failure,True,False,True,True
majority,clean,clean,269_0,crack,model_specific_failure,True,False,True,True
majority,clean,clean,273_0,thunderstrike,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,276_0,hide_craze,model_specific_failure,True,False,True,True
majority,clean,clean,276_1,hide_craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,285_0,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,285_1,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,318_0,crack,model_specific_failure,False,True,True,True
majority,clean,clean,323_0,corrosion,misclassified_by_all_four,False,False,False,False
majority,clean,clean,323_0,corrosion,missed_by_both_cnns,False,False,False,False
majority,clean,clean,326_1,craze,model_specific_failure,True,False,True,True
majority,clean,clean,332_0,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,363_0,surface_injure,model_specific_failure,True,False,True,True
majority,clean,clean,379_0,hide_craze,model_specific_failure,False,True,True,True
majority,clean,clean,379_1,hide_craze,model_specific_failure,False,True,True,True
majority,clean,clean,389_0,crack,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,405_0,corrosion,model_specific_failure,False,True,True,True
majority,clean,clean,407_0,surface_injure,model_specific_failure,False,True,True,True
majority,clean,clean,408_1,corrosion,model_specific_failure,False,True,True,True
majority,clean,clean,410_0,corrosion,model_specific_failure,True,False,True,True
majority,clean,clean,410_1,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,440_0,crack,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,447_0,crack,model_specific_failure,False,True,True,True
majority,clean,clean,447_1,crack,model_specific_failure,False,True,True,True
majority,clean,clean,457_0,hide_craze,model_specific_failure,False,True,True,True
majority,clean,clean,457_1,hide_craze,model_specific_failure,True,False,True,True
majority,clean,clean,457_2,hide_craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,464_0,craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,464_1,hide_craze,missed_by_both_cnns,True,True,False,False
majority,clean,clean,473_0,crack,model_specific_failure,False,True,True,True
majority,clean,clean,476_0,surface_injure,model_specific_failure,False,True,True,True
majority,clean,clean,479_1,thunderstrike,model_specific_failure,False,True,True,True
majority,clean,clean,501_0,corrosion,model_specific_failure,True,False,True,True
majority,clean,clean,505_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,511_0,hide_craze,model_specific_failure,True,False,True,True
majority,clean,clean,511_1,hide_craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,521_0,corrosion,misclassified_by_all_four,False,False,False,False
majority,clean,clean,521_0,corrosion,missed_by_both_cnns,False,False,False,False
majority,clean,clean,521_1,corrosion,misclassified_by_all_four,False,False,False,False
majority,clean,clean,521_1,corrosion,missed_by_both_cnns,False,False,False,False
majority,clean,clean,546_0,corrosion,missed_by_both_cnns,False,True,False,False
majority,clean,clean,563_0,craze,model_specific_failure,False,True,True,True
majority,clean,clean,591_0,thunderstrike,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,591_2,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,597_0,hide_craze,model_specific_failure,True,False,True,True
majority,clean,clean,598_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,600_0,hide_craze,model_specific_failure,False,True,True,True
majority,clean,clean,623_1,surface_injure,missed_by_both_cnns,True,True,False,False
majority,clean,clean,642_1,surface_injure,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,643_0,hide_craze,model_specific_failure,True,True,True,False
majority,clean,clean,650_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,655_0,hide_craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,663_0,hide_craze,model_specific_failure,True,False,True,True
majority,clean,clean,671_1,surface_injure,misclassified_by_all_four,False,False,False,False
majority,clean,clean,671_1,surface_injure,missed_by_both_cnns,False,False,False,False
majority,clean,clean,686_0,thunderstrike,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,696_1,hide_craze,model_specific_failure,False,True,True,True
majority,clean,clean,701_0,craze,model_specific_failure,False,True,True,True
majority,clean,clean,704_0,corrosion,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,824_0,craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,863_0,thunderstrike,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,864_0,surface_injure,model_specific_failure,True,False,True,True
majority,clean,clean,875_0,hide_craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,875_1,hide_craze,both_cnns_correct_both_handcrafted_wrong,False,False,True,True
majority,clean,clean,1017_1,hide_craze,model_specific_failure,True,False,True,True
majority,severe_harmful_flip,gaussian_blur_severe,32_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,46_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,46_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,51_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,61_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,61_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,61_2,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,71_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,73_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,93_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,103_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,112_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,161_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,166_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,198_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,209_0,hide_craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,214_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,234_4,hide_craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,322_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,326_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,370_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,370_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,370_2,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,373_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,394_0,crack,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,405_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,408_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,408_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,410_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,451_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,464_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,563_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,566_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,580_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,591_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,598_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,686_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,699_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,gaussian_blur_severe,824_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,46_0,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,46_1,corrosion,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,51_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,61_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,61_2,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,71_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,73_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,112_0,thunderstrike,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,198_0,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,234_4,hide_craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,326_1,craze,shared_severe_harmful_flip,,,,
majority,severe_harmful_flip,resolution_severe,370_1,corrosion,shared_severe_harmful_flip,,,,
