source_image_id,instance_id,canonical_label,class_id
386,386_2,surface_injure,2
387,387_0,craze,0
391,391_0,crack,4
392,392_0,craze,0
392,392_1,craze,0
393,393_0,thunderstrike,3
397,397_0,crack,4
398,398_0,hide_craze,5
398,398_1,hide_craze,5
398,398_2,craze,0
400,400_0,thunderstrike,3
400,400_1,surface_injure,2
400,400_2,surface_injure,2
400,400_3,surface_injure,2
400,400_4,surface_injure,2
401,401_0,crack,4
403,403_0,crack,4
403,403_1,crack,4
404,404_0,craze,0
406,406_0,craze,0
409,409_0,hide_craze,5
411,411_0,corrosion,1
411,411_1,corrosion,1
413,413_0,surface_injure,2
413,413_1,surface_injure,2
413,413_2,surface_injure,2
415,415_0,surface_injure,2
415,415_1,craze,0
417,417_0,hide_craze,5
418,418_0,crack,4
419,419_0,crack,4
421,421_0,surface_injure,2
421,421_1,surface_injure,2
422,422_0,hide_craze,5
422,422_1,hide_craze,5
423,423_0,corrosion,1
423,423_1,hide_craze,5
424,424_0,surface_injure,2
424,424_1,hide_craze,5
424,424_2,hide_craze,5
427,427_0,surface_injure,2
427,427_1,surface_injure,2
427,427_2,surface_injure,2
428,428_0,surface_injure,2
429,429_0,craze,0
430,430_0,corrosion,1
430,430_1,corrosion,1
430,430_2,corrosion,1
431,431_0,crack,4
434,434_0,surface_injure,2
434,434_1,surface_injure,2
435,435_0,craze,0
436,436_0,craze,0
436,436_1,hide_craze,5
437,437_0,thunderstrike,3
439,439_0,hide_craze,5
442,442_0,corrosion,1
442,442_1,corrosion,1
442,442_2,corrosion,1
443,443_0,crack,4
449,449_0,hide_craze,5
452,452_0,hide_craze,5
455,455_0,crack,4
456,456_0,hide_craze,5
456,456_1,hide_craze,5
458,458_0,surface_injure,2
461,461_0,thunderstrike,3
463,463_0,hide_craze,5
467,467_0,corrosion,1
467,467_1,corrosion,1
467,467_2,thunderstrike,3
468,468_0,hide_craze,5
468,468_1,hide_craze,5
470,470_0,crack,4
471,471_0,crack,4
474,474_0,surface_injure,2
475,475_0,surface_injure,2
475,475_1,surface_injure,2
475,475_2,surface_injure,2
477,477_0,hide_craze,5
480,480_0,corrosion,1
480,480_1,corrosion,1
480,480_2,corrosion,1
481,481_0,corrosion,1
481,481_1,corrosion,1
481,481_2,corrosion,1
482,482_0,craze,0
483,483_0,hide_craze,5
488,488_0,thunderstrike,3
489,489_0,corrosion,1
489,489_1,corrosion,1
489,489_2,corrosion,1
492,492_0,surface_injure,2
493,493_0,surface_injure,2
493,493_1,surface_injure,2
493,493_2,surface_injure,2
494,494_0,surface_injure,2
494,494_1,surface_injure,2
495,495_0,corrosion,1
496,496_0,hide_craze,5
496,496_1,hide_craze,5
502,502_0,corrosion,1
503,503_0,corrosion,1
503,503_1,corrosion,1
504,504_0,surface_injure,2
507,507_0,crack,4
510,510_0,corrosion,1
510,510_1,corrosion,1
513,513_0,craze,0
514,514_0,surface_injure,2
517,517_0,hide_craze,5
522,522_0,surface_injure,2
522,522_1,surface_injure,2
523,523_0,thunderstrike,3
524,524_0,craze,0
525,525_0,crack,4
527,527_0,corrosion,1
527,527_1,corrosion,1
527,527_2,corrosion,1
530,530_0,corrosion,1
532,532_0,surface_injure,2
534,534_0,hide_craze,5
535,535_0,surface_injure,2
536,536_0,surface_injure,2
537,537_0,crack,4
537,537_1,crack,4
538,538_0,craze,0
539,539_0,corrosion,1
539,539_1,corrosion,1
542,542_0,hide_craze,5
547,547_0,surface_injure,2
548,548_0,crack,4
548,548_1,crack,4
550,550_0,corrosion,1
553,553_0,surface_injure,2
554,554_0,craze,0
555,555_0,surface_injure,2
557,557_0,hide_craze,5
559,559_0,craze,0
559,559_1,craze,0
559,559_2,craze,0
560,560_0,corrosion,1
560,560_1,corrosion,1
561,561_0,corrosion,1
564,564_0,hide_craze,5
571,571_0,hide_craze,5
572,572_0,craze,0
573,573_0,surface_injure,2
573,573_1,surface_injure,2
575,575_0,craze,0
576,576_0,surface_injure,2
576,576_1,surface_injure,2
576,576_2,surface_injure,2
578,578_0,hide_craze,5
579,579_0,corrosion,1
581,581_0,surface_injure,2
583,583_0,corrosion,1
585,585_0,crack,4
587,587_0,surface_injure,2
587,587_1,hide_craze,5
589,589_0,hide_craze,5
592,592_0,craze,0
595,595_0,surface_injure,2
595,595_1,hide_craze,5
601,601_0,surface_injure,2
603,603_0,thunderstrike,3
603,603_1,surface_injure,2
603,603_2,surface_injure,2
604,604_0,crack,4
606,606_0,surface_injure,2
607,607_0,hide_craze,5
609,609_0,craze,0
609,609_1,surface_injure,2
611,611_0,corrosion,1
615,615_0,hide_craze,5
615,615_1,hide_craze,5
617,617_0,hide_craze,5
619,619_0,hide_craze,5
620,620_0,surface_injure,2
622,622_0,hide_craze,5
624,624_0,hide_craze,5
625,625_0,hide_craze,5
626,626_0,hide_craze,5
629,629_0,surface_injure,2
630,630_0,surface_injure,2
631,631_0,surface_injure,2
635,635_0,surface_injure,2
638,638_0,hide_craze,5
639,639_0,hide_craze,5
639,639_1,surface_injure,2
641,641_0,hide_craze,5
641,641_1,hide_craze,5
641,641_2,craze,0
644,644_0,hide_craze,5
645,645_0,surface_injure,2
648,648_0,hide_craze,5
648,648_1,hide_craze,5
649,649_0,corrosion,1
651,651_0,surface_injure,2
652,652_0,hide_craze,5
652,652_1,craze,0
653,653_0,surface_injure,2
657,657_0,surface_injure,2
659,659_0,thunderstrike,3
660,660_0,surface_injure,2
660,660_1,craze,0
664,664_0,surface_injure,2
664,664_1,surface_injure,2
666,666_0,hide_craze,5
666,666_1,hide_craze,5
667,667_0,hide_craze,5
670,670_0,hide_craze,5
670,670_1,surface_injure,2
672,672_0,surface_injure,2
672,672_1,surface_injure,2
672,672_2,corrosion,1
673,673_0,surface_injure,2
676,676_0,hide_craze,5
676,676_1,hide_craze,5
679,679_0,surface_injure,2
680,680_0,corrosion,1
681,681_0,surface_injure,2
681,681_1,surface_injure,2
683,683_0,surface_injure,2
683,683_1,surface_injure,2
683,683_2,surface_injure,2
688,688_0,thunderstrike,3
692,692_0,craze,0
693,693_0,hide_craze,5
694,694_0,hide_craze,5
697,697_0,hide_craze,5
697,697_1,hide_craze,5
707,707_0,corrosion,1
708,708_0,thunderstrike,3
709,709_0,hide_craze,5
710,710_0,craze,0
711,711_0,surface_injure,2
712,712_0,corrosion,1
713,713_0,craze,0
714,714_0,craze,0
716,716_0,craze,0
716,716_1,craze,0
717,717_0,craze,0
717,717_1,hide_craze,5
719,719_0,corrosion,1
719,719_1,corrosion,1
720,720_0,hide_craze,5
722,722_0,corrosion,1
723,723_0,hide_craze,5
726,726_0,surface_injure,2
728,728_0,craze,0
728,728_1,hide_craze,5
729,729_0,corrosion,1
731,731_0,craze,0
733,733_0,corrosion,1
733,733_1,corrosion,1
737,737_0,hide_craze,5
737,737_1,hide_craze,5
754,754_0,thunderstrike,3
754,754_1,hide_craze,5
754,754_2,hide_craze,5
818,818_0,surface_injure,2
818,818_1,hide_craze,5
818,818_2,hide_craze,5
818,818_3,hide_craze,5
818,818_4,hide_craze,5
839,839_0,surface_injure,2
839,839_1,surface_injure,2
871,871_0,hide_craze,5
871,871_1,craze,0
874,874_0,thunderstrike,3
880,880_0,thunderstrike,3
883,883_0,hide_craze,5
883,883_1,craze,0
885,885_0,hide_craze,5
885,885_1,craze,0
893,893_0,craze,0
894,894_0,thunderstrike,3
895,895_0,hide_craze,5
895,895_1,craze,0
932,932_0,corrosion,1
963,963_0,hide_craze,5
965,965_0,surface_injure,2
969,969_0,hide_craze,5
980,980_0,thunderstrike,3
980,980_1,surface_injure,2
980,980_2,surface_injure,2
984,984_0,hide_craze,5
986,986_0,hide_craze,5
992,992_0,surface_injure,2
997,997_0,hide_craze,5
1002,1002_0,corrosion,1
1004,1004_0,hide_craze,5
1004,1004_1,craze,0
1007,1007_0,surface_injure,2
1008,1008_0,surface_injure,2
1010,1010_0,hide_craze,5
1046,1046_0,craze,0
1060,1060_0,surface_injure,2
1060,1060_1,surface_injure,2
1060,1060_2,surface_injure,2
1061,1061_0,craze,0
1063,1063_0,corrosion,1
1063,1063_1,corrosion,1
