source_image_id,instance_id,canonical_label,class_id
140,140_0,hide_craze,5
140,140_1,hide_craze,5
144,144_0,hide_craze,5
144,144_1,hide_craze,5
144,144_2,hide_craze,5
144,144_3,hide_craze,5
145,145_0,surface_injure,2
147,147_0,hide_craze,5
149,149_0,surface_injure,2
152,152_0,crack,4
152,152_1,crack,4
155,155_0,thunderstrike,3
155,155_1,surface_injure,2
155,155_2,surface_injure,2
155,155_3,surface_injure,2
155,155_4,surface_injure,2
158,158_0,thunderstrike,3
158,158_1,corrosion,1
160,160_0,corrosion,1
170,170_0,corrosion,1
170,170_1,corrosion,1
170,170_2,corrosion,1
176,176_0,crack,4
176,176_1,crack,4
183,183_0,crack,4
183,183_1,crack,4
184,184_0,craze,0
184,184_1,craze,0
185,185_0,hide_craze,5
185,185_1,hide_craze,5
188,188_0,crack,4
188,188_1,crack,4
190,190_0,surface_injure,2
192,192_0,surface_injure,2
192,192_1,hide_craze,5
192,192_2,hide_craze,5
193,193_0,craze,0
195,195_0,craze,0
199,199_0,crack,4
201,201_0,crack,4
201,201_1,crack,4
207,207_0,corrosion,1
207,207_1,corrosion,1
208,208_0,surface_injure,2
211,211_0,crack,4
211,211_1,crack,4
218,218_0,corrosion,1
218,218_1,corrosion,1
220,220_0,hide_craze,5
220,220_1,hide_craze,5
221,221_0,crack,4
221,221_1,crack,4
226,226_0,crack,4
229,229_0,crack,4
236,236_0,craze,0
236,236_1,craze,0
237,237_0,surface_injure,2
237,237_1,hide_craze,5
240,240_0,hide_craze,5
240,240_1,hide_craze,5
240,240_2,hide_craze,5
240,240_3,hide_craze,5
242,242_0,craze,0
242,242_1,craze,0
247,247_0,surface_injure,2
251,251_0,craze,0
251,251_1,craze,0
251,251_2,craze,0
259,259_0,surface_injure,2
267,267_0,craze,0
267,267_1,craze,0
268,268_0,hide_craze,5
268,268_1,hide_craze,5
277,277_0,crack,4
277,277_1,crack,4
278,278_0,corrosion,1
278,278_1,corrosion,1
280,280_0,hide_craze,5
282,282_0,corrosion,1
282,282_1,corrosion,1
282,282_2,corrosion,1
286,286_0,hide_craze,5
289,289_0,craze,0
289,289_1,craze,0
289,289_2,craze,0
293,293_0,hide_craze,5
297,297_0,crack,4
297,297_1,crack,4
299,299_0,surface_injure,2
299,299_1,hide_craze,5
299,299_2,hide_craze,5
299,299_3,hide_craze,5
299,299_4,hide_craze,5
301,301_0,surface_injure,2
303,303_0,craze,0
303,303_1,craze,0
306,306_0,craze,0
308,308_0,hide_craze,5
308,308_1,hide_craze,5
310,310_0,crack,4
311,311_0,surface_injure,2
311,311_1,surface_injure,2
311,311_2,surface_injure,2
311,311_3,surface_injure,2
311,311_4,surface_injure,2
311,311_5,surface_injure,2
312,312_0,craze,0
312,312_1,craze,0
313,313_0,corrosion,1
313,313_1,corrosion,1
315,315_0,crack,4
324,324_0,surface_injure,2
325,325_0,surface_injure,2
325,325_1,surface_injure,2
325,325_2,surface_injure,2
329,329_0,hide_craze,5
336,336_0,thunderstrike,3
339,339_0,corrosion,1
342,342_0,surface_injure,2
351,351_0,hide_craze,5
351,351_1,hide_craze,5
351,351_2,craze,0
356,356_0,thunderstrike,3
357,357_0,surface_injure,2
375,375_0,corrosion,1
376,376_0,hide_craze,5
376,376_1,hide_craze,5
376,376_2,craze,0
377,377_0,craze,0
381,381_0,crack,4
383,383_0,craze,0
385,385_0,corrosion,1
385,385_1,thunderstrike,3
386,386_0,surface_injure,2
386,386_1,surface_injure,2
386,386_2,surface_injure,2
391,391_0,crack,4
392,392_0,craze,0
392,392_1,craze,0
398,398_0,hide_craze,5
398,398_1,hide_craze,5
398,398_2,craze,0
400,400_0,thunderstrike,3
400,400_1,surface_injure,2
400,400_2,surface_injure,2
400,400_3,surface_injure,2
400,400_4,surface_injure,2
401,401_0,crack,4
403,403_0,crack,4
403,403_1,crack,4
404,404_0,craze,0
406,406_0,craze,0
409,409_0,hide_craze,5
411,411_0,corrosion,1
411,411_1,corrosion,1
413,413_0,surface_injure,2
413,413_1,surface_injure,2
413,413_2,surface_injure,2
417,417_0,hide_craze,5
418,418_0,crack,4
422,422_0,hide_craze,5
422,422_1,hide_craze,5
423,423_0,corrosion,1
423,423_1,hide_craze,5
424,424_0,surface_injure,2
424,424_1,hide_craze,5
424,424_2,hide_craze,5
427,427_0,surface_injure,2
427,427_1,surface_injure,2
427,427_2,surface_injure,2
428,428_0,surface_injure,2
430,430_0,corrosion,1
430,430_1,corrosion,1
430,430_2,corrosion,1
431,431_0,crack,4
436,436_0,craze,0
436,436_1,hide_craze,5
437,437_0,thunderstrike,3
439,439_0,hide_craze,5
442,442_0,corrosion,1
442,442_1,corrosion,1
442,442_2,corrosion,1
452,452_0,hide_craze,5
458,458_0,surface_injure,2
463,463_0,hide_craze,5
467,467_0,corrosion,1
467,467_1,corrosion,1
467,467_2,thunderstrike,3
471,471_0,crack,4
475,475_0,surface_injure,2
475,475_1,surface_injure,2
475,475_2,surface_injure,2
480,480_0,corrosion,1
480,480_1,corrosion,1
480,480_2,corrosion,1
481,481_0,corrosion,1
481,481_1,corrosion,1
481,481_2,corrosion,1
482,482_0,craze,0
488,488_0,thunderstrike,3
489,489_0,corrosion,1
489,489_1,corrosion,1
489,489_2,corrosion,1
492,492_0,surface_injure,2
493,493_0,surface_injure,2
493,493_1,surface_injure,2
493,493_2,surface_injure,2
494,494_0,surface_injure,2
494,494_1,surface_injure,2
495,495_0,corrosion,1
496,496_0,hide_craze,5
496,496_1,hide_craze,5
502,502_0,corrosion,1
503,503_0,corrosion,1
503,503_1,corrosion,1
504,504_0,surface_injure,2
513,513_0,craze,0
517,517_0,hide_craze,5
523,523_0,thunderstrike,3
527,527_0,corrosion,1
527,527_1,corrosion,1
527,527_2,corrosion,1
530,530_0,corrosion,1
532,532_0,surface_injure,2
534,534_0,hide_craze,5
536,536_0,surface_injure,2
537,537_0,crack,4
537,537_1,crack,4
538,538_0,craze,0
542,542_0,hide_craze,5
547,547_0,surface_injure,2
548,548_0,crack,4
548,548_1,crack,4
550,550_0,corrosion,1
553,553_0,surface_injure,2
555,555_0,surface_injure,2
557,557_0,hide_craze,5
559,559_0,craze,0
559,559_1,craze,0
559,559_2,craze,0
560,560_0,corrosion,1
560,560_1,corrosion,1
564,564_0,hide_craze,5
571,571_0,hide_craze,5
572,572_0,craze,0
576,576_0,surface_injure,2
576,576_1,surface_injure,2
576,576_2,surface_injure,2
579,579_0,corrosion,1
583,583_0,corrosion,1
603,603_0,thunderstrike,3
603,603_1,surface_injure,2
603,603_2,surface_injure,2
604,604_0,crack,4
606,606_0,surface_injure,2
607,607_0,hide_craze,5
609,609_0,craze,0
609,609_1,surface_injure,2
611,611_0,corrosion,1
617,617_0,hide_craze,5
619,619_0,hide_craze,5
620,620_0,surface_injure,2
622,622_0,hide_craze,5
624,624_0,hide_craze,5
625,625_0,hide_craze,5
626,626_0,hide_craze,5
630,630_0,surface_injure,2
631,631_0,surface_injure,2
635,635_0,surface_injure,2
638,638_0,hide_craze,5
641,641_0,hide_craze,5
641,641_1,hide_craze,5
641,641_2,craze,0
644,644_0,hide_craze,5
649,649_0,corrosion,1
651,651_0,surface_injure,2
652,652_0,hide_craze,5
652,652_1,craze,0
653,653_0,surface_injure,2
657,657_0,surface_injure,2
666,666_0,hide_craze,5
666,666_1,hide_craze,5
667,667_0,hide_craze,5
670,670_0,hide_craze,5
670,670_1,surface_injure,2
672,672_0,surface_injure,2
672,672_1,surface_injure,2
672,672_2,corrosion,1
673,673_0,surface_injure,2
676,676_0,hide_craze,5
676,676_1,hide_craze,5
679,679_0,surface_injure,2
683,683_0,surface_injure,2
683,683_1,surface_injure,2
683,683_2,surface_injure,2
692,692_0,craze,0
693,693_0,hide_craze,5
694,694_0,hide_craze,5
697,697_0,hide_craze,5
697,697_1,hide_craze,5
707,707_0,corrosion,1
709,709_0,hide_craze,5
712,712_0,corrosion,1
716,716_0,craze,0
716,716_1,craze,0
717,717_0,craze,0
717,717_1,hide_craze,5
719,719_0,corrosion,1
719,719_1,corrosion,1
722,722_0,corrosion,1
726,726_0,surface_injure,2
728,728_0,craze,0
728,728_1,hide_craze,5
731,731_0,craze,0
733,733_0,corrosion,1
733,733_1,corrosion,1
754,754_0,thunderstrike,3
754,754_1,hide_craze,5
754,754_2,hide_craze,5
818,818_0,surface_injure,2
818,818_1,hide_craze,5
818,818_2,hide_craze,5
818,818_3,hide_craze,5
818,818_4,hide_craze,5
871,871_0,hide_craze,5
871,871_1,craze,0
874,874_0,thunderstrike,3
880,880_0,thunderstrike,3
883,883_0,hide_craze,5
883,883_1,craze,0
885,885_0,hide_craze,5
885,885_1,craze,0
894,894_0,thunderstrike,3
895,895_0,hide_craze,5
895,895_1,craze,0
932,932_0,corrosion,1
963,963_0,hide_craze,5
965,965_0,surface_injure,2
969,969_0,hide_craze,5
980,980_0,thunderstrike,3
980,980_1,surface_injure,2
980,980_2,surface_injure,2
986,986_0,hide_craze,5
992,992_0,surface_injure,2
997,997_0,hide_craze,5
1002,1002_0,corrosion,1
1004,1004_0,hide_craze,5
1004,1004_1,craze,0
1007,1007_0,surface_injure,2
1008,1008_0,surface_injure,2
1060,1060_0,surface_injure,2
1060,1060_1,surface_injure,2
1060,1060_2,surface_injure,2
1061,1061_0,craze,0
