source_image_id,instance_id,canonical_label,class_id
155,155_3,surface_injure,2
155,155_4,surface_injure,2
157,157_0,crack,4
158,158_0,thunderstrike,3
158,158_1,corrosion,1
159,159_0,crack,4
160,160_0,corrosion,1
162,162_0,corrosion,1
162,162_1,corrosion,1
164,164_0,crack,4
168,168_0,crack,4
170,170_0,corrosion,1
170,170_1,corrosion,1
170,170_2,corrosion,1
171,171_0,hide_craze,5
171,171_1,hide_craze,5
172,172_0,craze,0
172,172_1,craze,0
173,173_0,craze,0
176,176_0,crack,4
176,176_1,crack,4
177,177_0,craze,0
180,180_0,craze,0
181,181_0,craze,0
183,183_0,crack,4
183,183_1,crack,4
184,184_0,craze,0
184,184_1,craze,0
185,185_0,hide_craze,5
185,185_1,hide_craze,5
186,186_0,thunderstrike,3
188,188_0,crack,4
188,188_1,crack,4
190,190_0,surface_injure,2
192,192_0,surface_injure,2
192,192_1,hide_craze,5
192,192_2,hide_craze,5
193,193_0,craze,0
195,195_0,craze,0
199,199_0,crack,4
200,200_0,surface_injure,2
200,200_1,surface_injure,2
201,201_0,crack,4
201,201_1,crack,4
204,204_0,thunderstrike,3
206,206_0,crack,4
207,207_0,corrosion,1
207,207_1,corrosion,1
208,208_0,surface_injure,2
211,211_0,crack,4
211,211_1,crack,4
212,212_0,crack,4
213,213_0,craze,0
215,215_0,craze,0
218,218_0,corrosion,1
218,218_1,corrosion,1
220,220_0,hide_craze,5
220,220_1,hide_craze,5
221,221_0,crack,4
221,221_1,crack,4
222,222_0,surface_injure,2
222,222_1,surface_injure,2
223,223_0,thunderstrike,3
226,226_0,crack,4
227,227_0,corrosion,1
229,229_0,crack,4
231,231_0,crack,4
232,232_0,thunderstrike,3
236,236_0,craze,0
236,236_1,craze,0
237,237_0,surface_injure,2
237,237_1,hide_craze,5
239,239_0,corrosion,1
239,239_1,corrosion,1
240,240_0,hide_craze,5
240,240_1,hide_craze,5
240,240_2,hide_craze,5
240,240_3,hide_craze,5
241,241_0,hide_craze,5
242,242_0,craze,0
242,242_1,craze,0
244,244_0,hide_craze,5
247,247_0,surface_injure,2
251,251_0,craze,0
251,251_1,craze,0
251,251_2,craze,0
258,258_0,craze,0
259,259_0,surface_injure,2
260,260_0,craze,0
261,261_0,craze,0
262,262_0,hide_craze,5
265,265_0,corrosion,1
265,265_1,corrosion,1
266,266_0,corrosion,1
266,266_1,corrosion,1
267,267_0,craze,0
267,267_1,craze,0
268,268_0,hide_craze,5
268,268_1,hide_craze,5
270,270_0,craze,0
272,272_0,corrosion,1
272,272_1,corrosion,1
277,277_0,crack,4
277,277_1,crack,4
278,278_0,corrosion,1
278,278_1,corrosion,1
279,279_0,hide_craze,5
280,280_0,hide_craze,5
281,281_0,hide_craze,5
281,281_1,hide_craze,5
282,282_0,corrosion,1
282,282_1,corrosion,1
282,282_2,corrosion,1
283,283_0,surface_injure,2
283,283_1,hide_craze,5
286,286_0,hide_craze,5
287,287_0,surface_injure,2
288,288_0,surface_injure,2
289,289_0,craze,0
289,289_1,craze,0
289,289_2,craze,0
290,290_0,thunderstrike,3
291,291_0,corrosion,1
292,292_0,crack,4
293,293_0,hide_craze,5
294,294_0,corrosion,1
295,295_0,surface_injure,2
295,295_1,surface_injure,2
297,297_0,crack,4
297,297_1,crack,4
299,299_0,surface_injure,2
299,299_1,hide_craze,5
299,299_2,hide_craze,5
299,299_3,hide_craze,5
299,299_4,hide_craze,5
301,301_0,surface_injure,2
302,302_0,corrosion,1
302,302_1,corrosion,1
303,303_0,craze,0
303,303_1,craze,0
304,304_0,thunderstrike,3
306,306_0,craze,0
308,308_0,hide_craze,5
308,308_1,hide_craze,5
309,309_0,hide_craze,5
310,310_0,crack,4
311,311_0,surface_injure,2
311,311_1,surface_injure,2
311,311_2,surface_injure,2
311,311_3,surface_injure,2
311,311_4,surface_injure,2
311,311_5,surface_injure,2
312,312_0,craze,0
312,312_1,craze,0
313,313_0,corrosion,1
313,313_1,corrosion,1
315,315_0,crack,4
316,316_0,thunderstrike,3
317,317_0,corrosion,1
317,317_1,corrosion,1
321,321_0,corrosion,1
324,324_0,surface_injure,2
325,325_0,surface_injure,2
325,325_1,surface_injure,2
325,325_2,surface_injure,2
327,327_0,surface_injure,2
329,329_0,hide_craze,5
330,330_0,craze,0
333,333_0,thunderstrike,3
334,334_0,surface_injure,2
336,336_0,thunderstrike,3
337,337_0,surface_injure,2
339,339_0,corrosion,1
340,340_0,corrosion,1
340,340_1,corrosion,1
342,342_0,surface_injure,2
344,344_0,crack,4
345,345_0,surface_injure,2
345,345_1,hide_craze,5
350,350_0,hide_craze,5
351,351_0,hide_craze,5
351,351_1,hide_craze,5
351,351_2,craze,0
354,354_0,craze,0
356,356_0,thunderstrike,3
357,357_0,surface_injure,2
358,358_0,craze,0
360,360_0,surface_injure,2
364,364_0,hide_craze,5
365,365_0,crack,4
367,367_0,crack,4
368,368_0,corrosion,1
369,369_0,surface_injure,2
372,372_0,hide_craze,5
374,374_0,hide_craze,5
375,375_0,corrosion,1
376,376_0,hide_craze,5
376,376_1,hide_craze,5
376,376_2,craze,0
377,377_0,craze,0
380,380_0,craze,0
381,381_0,crack,4
383,383_0,craze,0
384,384_0,corrosion,1
385,385_0,corrosion,1
385,385_1,thunderstrike,3
386,386_0,surface_injure,2
386,386_1,surface_injure,2
386,386_2,surface_injure,2
387,387_0,craze,0
391,391_0,crack,4
392,392_0,craze,0
392,392_1,craze,0
393,393_0,thunderstrike,3
395,395_0,crack,4
397,397_0,crack,4
398,398_0,hide_craze,5
398,398_1,hide_craze,5
398,398_2,craze,0
400,400_0,thunderstrike,3
400,400_1,surface_injure,2
400,400_2,surface_injure,2
400,400_3,surface_injure,2
400,400_4,surface_injure,2
401,401_0,crack,4
403,403_0,crack,4
403,403_1,crack,4
404,404_0,craze,0
406,406_0,craze,0
409,409_0,hide_craze,5
411,411_0,corrosion,1
411,411_1,corrosion,1
413,413_0,surface_injure,2
413,413_1,surface_injure,2
413,413_2,surface_injure,2
414,414_0,crack,4
415,415_0,surface_injure,2
415,415_1,craze,0
417,417_0,hide_craze,5
418,418_0,crack,4
419,419_0,crack,4
421,421_0,surface_injure,2
421,421_1,surface_injure,2
422,422_0,hide_craze,5
422,422_1,hide_craze,5
423,423_0,corrosion,1
423,423_1,hide_craze,5
424,424_0,surface_injure,2
424,424_1,hide_craze,5
424,424_2,hide_craze,5
425,425_0,corrosion,1
426,426_0,hide_craze,5
427,427_0,surface_injure,2
427,427_1,surface_injure,2
427,427_2,surface_injure,2
428,428_0,surface_injure,2
429,429_0,craze,0
430,430_0,corrosion,1
430,430_1,corrosion,1
430,430_2,corrosion,1
431,431_0,crack,4
434,434_0,surface_injure,2
434,434_1,surface_injure,2
435,435_0,craze,0
436,436_0,craze,0
436,436_1,hide_craze,5
437,437_0,thunderstrike,3
439,439_0,hide_craze,5
442,442_0,corrosion,1
442,442_1,corrosion,1
442,442_2,corrosion,1
443,443_0,crack,4
444,444_0,craze,0
446,446_0,hide_craze,5
449,449_0,hide_craze,5
450,450_0,hide_craze,5
452,452_0,hide_craze,5
454,454_0,craze,0
455,455_0,crack,4
456,456_0,hide_craze,5
456,456_1,hide_craze,5
458,458_0,surface_injure,2
461,461_0,thunderstrike,3
463,463_0,hide_craze,5
465,465_0,crack,4
467,467_0,corrosion,1
467,467_1,corrosion,1
467,467_2,thunderstrike,3
468,468_0,hide_craze,5
468,468_1,hide_craze,5
470,470_0,crack,4
471,471_0,crack,4
474,474_0,surface_injure,2
475,475_0,surface_injure,2
475,475_1,surface_injure,2
475,475_2,surface_injure,2
477,477_0,hide_craze,5
480,480_0,corrosion,1
480,480_1,corrosion,1
480,480_2,corrosion,1
481,481_0,corrosion,1
481,481_1,corrosion,1
481,481_2,corrosion,1
482,482_0,craze,0
483,483_0,hide_craze,5
485,485_0,corrosion,1
487,487_0,surface_injure,2
487,487_1,surface_injure,2
488,488_0,thunderstrike,3
489,489_0,corrosion,1
489,489_1,corrosion,1
489,489_2,corrosion,1
491,491_0,corrosion,1
492,492_0,surface_injure,2
493,493_0,surface_injure,2
493,493_1,surface_injure,2
493,493_2,surface_injure,2
494,494_0,surface_injure,2
494,494_1,surface_injure,2
495,495_0,corrosion,1
496,496_0,hide_craze,5
496,496_1,hide_craze,5
498,498_0,surface_injure,2
498,498_1,surface_injure,2
499,499_0,surface_injure,2
502,502_0,corrosion,1
503,503_0,corrosion,1
503,503_1,corrosion,1
504,504_0,surface_injure,2
507,507_0,crack,4
508,508_0,hide_craze,5
509,509_0,corrosion,1
510,510_0,corrosion,1
510,510_1,corrosion,1
513,513_0,craze,0
514,514_0,surface_injure,2
515,515_0,corrosion,1
516,516_0,corrosion,1
517,517_0,hide_craze,5
518,518_0,craze,0
520,520_0,crack,4
522,522_0,surface_injure,2
522,522_1,surface_injure,2
523,523_0,thunderstrike,3
524,524_0,craze,0
525,525_0,crack,4
527,527_0,corrosion,1
527,527_1,corrosion,1
527,527_2,corrosion,1
528,528_0,hide_craze,5
530,530_0,corrosion,1
531,531_0,crack,4
532,532_0,surface_injure,2
533,533_0,hide_craze,5
534,534_0,hide_craze,5
535,535_0,surface_injure,2
536,536_0,surface_injure,2
537,537_0,crack,4
537,537_1,crack,4
538,538_0,craze,0
539,539_0,corrosion,1
539,539_1,corrosion,1
542,542_0,hide_craze,5
544,544_0,crack,4
547,547_0,surface_injure,2
548,548_0,crack,4
548,548_1,crack,4
550,550_0,corrosion,1
553,553_0,surface_injure,2
554,554_0,craze,0
555,555_0,surface_injure,2
556,556_0,craze,0
557,557_0,hide_craze,5
558,558_0,crack,4
559,559_0,craze,0
559,559_1,craze,0
559,559_2,craze,0
560,560_0,corrosion,1
560,560_1,corrosion,1
561,561_0,corrosion,1
564,564_0,hide_craze,5
565,565_0,craze,0
571,571_0,hide_craze,5
572,572_0,craze,0
573,573_0,surface_injure,2
573,573_1,surface_injure,2
575,575_0,craze,0
576,576_0,surface_injure,2
576,576_1,surface_injure,2
576,576_2,surface_injure,2
577,577_0,crack,4
578,578_0,hide_craze,5
579,579_0,corrosion,1
581,581_0,surface_injure,2
583,583_0,corrosion,1
585,585_0,crack,4
587,587_0,surface_injure,2
587,587_1,hide_craze,5
588,588_0,corrosion,1
589,589_0,hide_craze,5
592,592_0,craze,0
595,595_0,surface_injure,2
595,595_1,hide_craze,5
596,596_0,crack,4
599,599_0,corrosion,1
601,601_0,surface_injure,2
603,603_0,thunderstrike,3
603,603_1,surface_injure,2
603,603_2,surface_injure,2
604,604_0,crack,4
606,606_0,surface_injure,2
607,607_0,hide_craze,5
608,608_0,crack,4
609,609_0,craze,0
609,609_1,surface_injure,2
611,611_0,corrosion,1
612,612_0,hide_craze,5
614,614_0,hide_craze,5
615,615_0,hide_craze,5
615,615_1,hide_craze,5
616,616_0,hide_craze,5
617,617_0,hide_craze,5
618,618_0,hide_craze,5
619,619_0,hide_craze,5
620,620_0,surface_injure,2
622,622_0,hide_craze,5
624,624_0,hide_craze,5
625,625_0,hide_craze,5
626,626_0,hide_craze,5
627,627_0,surface_injure,2
627,627_1,surface_injure,2
628,628_0,hide_craze,5
628,628_1,hide_craze,5
629,629_0,surface_injure,2
630,630_0,surface_injure,2
631,631_0,surface_injure,2
632,632_0,craze,0
634,634_0,craze,0
635,635_0,surface_injure,2
636,636_0,surface_injure,2
636,636_1,surface_injure,2
637,637_0,craze,0
638,638_0,hide_craze,5
639,639_0,hide_craze,5
639,639_1,surface_injure,2
641,641_0,hide_craze,5
641,641_1,hide_craze,5
641,641_2,craze,0
644,644_0,hide_craze,5
645,645_0,surface_injure,2
647,647_0,surface_injure,2
648,648_0,hide_craze,5
648,648_1,hide_craze,5
649,649_0,corrosion,1
651,651_0,surface_injure,2
652,652_0,hide_craze,5
652,652_1,craze,0
653,653_0,surface_injure,2
657,657_0,surface_injure,2
659,659_0,thunderstrike,3
660,660_0,surface_injure,2
660,660_1,craze,0
662,662_0,surface_injure,2
662,662_1,surface_injure,2
664,664_0,surface_injure,2
664,664_1,surface_injure,2
666,666_0,hide_craze,5
666,666_1,hide_craze,5
667,667_0,hide_craze,5
670,670_0,hide_craze,5
670,670_1,surface_injure,2
672,672_0,surface_injure,2
672,672_1,surface_injure,2
672,672_2,corrosion,1
673,673_0,surface_injure,2
676,676_0,hide_craze,5
676,676_1,hide_craze,5
678,678_0,hide_craze,5
679,679_0,surface_injure,2
680,680_0,corrosion,1
681,681_0,surface_injure,2
681,681_1,surface_injure,2
682,682_0,hide_craze,5
682,682_1,hide_craze,5
683,683_0,surface_injure,2
683,683_1,surface_injure,2
683,683_2,surface_injure,2
684,684_0,surface_injure,2
684,684_1,surface_injure,2
688,688_0,thunderstrike,3
690,690_0,thunderstrike,3
691,691_0,craze,0
692,692_0,craze,0
693,693_0,hide_craze,5
694,694_0,hide_craze,5
695,695_0,hide_craze,5
695,695_1,hide_craze,5
697,697_0,hide_craze,5
697,697_1,hide_craze,5
702,702_0,surface_injure,2
702,702_1,surface_injure,2
703,703_0,corrosion,1
705,705_0,hide_craze,5
707,707_0,corrosion,1
708,708_0,thunderstrike,3
709,709_0,hide_craze,5
710,710_0,craze,0
711,711_0,surface_injure,2
712,712_0,corrosion,1
713,713_0,craze,0
714,714_0,craze,0
715,715_0,craze,0
716,716_0,craze,0
716,716_1,craze,0
717,717_0,craze,0
717,717_1,hide_craze,5
719,719_0,corrosion,1
719,719_1,corrosion,1
720,720_0,hide_craze,5
722,722_0,corrosion,1
723,723_0,hide_craze,5
725,725_0,craze,0
726,726_0,surface_injure,2
727,727_0,corrosion,1
728,728_0,craze,0
728,728_1,hide_craze,5
729,729_0,corrosion,1
731,731_0,craze,0
732,732_0,corrosion,1
733,733_0,corrosion,1
733,733_1,corrosion,1
734,734_0,crack,4
737,737_0,hide_craze,5
737,737_1,hide_craze,5
741,741_0,craze,0
742,742_0,craze,0
754,754_0,thunderstrike,3
754,754_1,hide_craze,5
754,754_2,hide_craze,5
756,756_0,hide_craze,5
757,757_0,hide_craze,5
757,757_1,hide_craze,5
818,818_0,surface_injure,2
818,818_1,hide_craze,5
818,818_2,hide_craze,5
818,818_3,hide_craze,5
818,818_4,hide_craze,5
834,834_0,thunderstrike,3
839,839_0,surface_injure,2
839,839_1,surface_injure,2
871,871_0,hide_craze,5
871,871_1,craze,0
874,874_0,thunderstrike,3
880,880_0,thunderstrike,3
883,883_0,hide_craze,5
883,883_1,craze,0
885,885_0,hide_craze,5
885,885_1,craze,0
893,893_0,craze,0
894,894_0,thunderstrike,3
895,895_0,hide_craze,5
895,895_1,craze,0
932,932_0,corrosion,1
945,945_0,thunderstrike,3
963,963_0,hide_craze,5
965,965_0,surface_injure,2
969,969_0,hide_craze,5
980,980_0,thunderstrike,3
980,980_1,surface_injure,2
980,980_2,surface_injure,2
984,984_0,hide_craze,5
986,986_0,hide_craze,5
992,992_0,surface_injure,2
997,997_0,hide_craze,5
998,998_0,corrosion,1
1002,1002_0,corrosion,1
1004,1004_0,hide_craze,5
1004,1004_1,craze,0
1007,1007_0,surface_injure,2
1008,1008_0,surface_injure,2
1010,1010_0,hide_craze,5
1019,1019_0,thunderstrike,3
1046,1046_0,craze,0
1048,1048_0,corrosion,1
1060,1060_0,surface_injure,2
1060,1060_1,surface_injure,2
1060,1060_2,surface_injure,2
1061,1061_0,craze,0
1063,1063_0,corrosion,1
1063,1063_1,corrosion,1
1064,1064_0,craze,0
