source_image_id,instance_id,canonical_label,class_id
895,895_1,craze,0
965,965_0,surface_injure,2
980,980_0,thunderstrike,3
980,980_1,surface_injure,2
980,980_2,surface_injure,2
997,997_0,hide_craze,5
998,998_0,corrosion,1
1004,1004_0,hide_craze,5
1004,1004_1,craze,0
1010,1010_0,hide_craze,5
