source_image_id,instance_id,canonical_label,class_id
282,282_0,corrosion,1
282,282_1,corrosion,1
282,282_2,corrosion,1
286,286_0,hide_craze,5
287,287_0,surface_injure,2
288,288_0,surface_injure,2
289,289_0,craze,0
289,289_1,craze,0
289,289_2,craze,0
290,290_0,thunderstrike,3
291,291_0,corrosion,1
294,294_0,corrosion,1
297,297_0,crack,4
297,297_1,crack,4
299,299_0,surface_injure,2
299,299_1,hide_craze,5
299,299_2,hide_craze,5
299,299_3,hide_craze,5
299,299_4,hide_craze,5
303,303_0,craze,0
303,303_1,craze,0
308,308_0,hide_craze,5
308,308_1,hide_craze,5
310,310_0,crack,4
311,311_0,surface_injure,2
311,311_1,surface_injure,2
311,311_2,surface_injure,2
311,311_3,surface_injure,2
311,311_4,surface_injure,2
311,311_5,surface_injure,2
312,312_0,craze,0
312,312_1,craze,0
313,313_0,corrosion,1
313,313_1,corrosion,1
315,315_0,crack,4
316,316_0,thunderstrike,3
324,324_0,surface_injure,2
325,325_0,surface_injure,2
325,325_1,surface_injure,2
325,325_2,surface_injure,2
327,327_0,surface_injure,2
334,334_0,surface_injure,2
337,337_0,surface_injure,2
339,339_0,corrosion,1
342,342_0,surface_injure,2
351,351_0,hide_craze,5
351,351_1,hide_craze,5
351,351_2,craze,0
356,356_0,thunderstrike,3
357,357_0,surface_injure,2
360,360_0,surface_injure,2
364,364_0,hide_craze,5
365,365_0,crack,4
367,367_0,crack,4
368,368_0,corrosion,1
369,369_0,surface_injure,2
376,376_0,hide_craze,5
376,376_1,hide_craze,5
376,376_2,craze,0
377,377_0,craze,0
381,381_0,crack,4
384,384_0,corrosion,1
385,385_0,corrosion,1
385,385_1,thunderstrike,3
386,386_0,surface_injure,2
386,386_1,surface_injure,2
386,386_2,surface_injure,2
392,392_0,craze,0
392,392_1,craze,0
398,398_0,hide_craze,5
398,398_1,hide_craze,5
398,398_2,craze,0
400,400_0,thunderstrike,3
400,400_1,surface_injure,2
400,400_2,surface_injure,2
400,400_3,surface_injure,2
400,400_4,surface_injure,2
403,403_0,crack,4
403,403_1,crack,4
406,406_0,craze,0
409,409_0,hide_craze,5
411,411_0,corrosion,1
411,411_1,corrosion,1
413,413_0,surface_injure,2
413,413_1,surface_injure,2
413,413_2,surface_injure,2
414,414_0,crack,4
418,418_0,crack,4
422,422_0,hide_craze,5
422,422_1,hide_craze,5
423,423_0,corrosion,1
423,423_1,hide_craze,5
424,424_0,surface_injure,2
424,424_1,hide_craze,5
424,424_2,hide_craze,5
427,427_0,surface_injure,2
427,427_1,surface_injure,2
427,427_2,surface_injure,2
428,428_0,surface_injure,2
430,430_0,corrosion,1
430,430_1,corrosion,1
430,430_2,corrosion,1
435,435_0,craze,0
436,436_0,craze,0
436,436_1,hide_craze,5
437,437_0,thunderstrike,3
442,442_0,corrosion,1
442,442_1,corrosion,1
442,442_2,corrosion,1
449,449_0,hide_craze,5
450,450_0,hide_craze,5
452,452_0,hide_craze,5
463,463_0,hide_craze,5
467,467_0,corrosion,1
467,467_1,corrosion,1
467,467_2,thunderstrike,3
474,474_0,surface_injure,2
475,475_0,surface_injure,2
475,475_1,surface_injure,2
475,475_2,surface_injure,2
480,480_0,corrosion,1
480,480_1,corrosion,1
480,480_2,corrosion,1
481,481_0,corrosion,1
481,481_1,corrosion,1
481,481_2,corrosion,1
489,489_0,corrosion,1
489,489_1,corrosion,1
489,489_2,corrosion,1
492,492_0,surface_injure,2
493,493_0,surface_injure,2
493,493_1,surface_injure,2
493,493_2,surface_injure,2
495,495_0,corrosion,1
499,499_0,surface_injure,2
504,504_0,surface_injure,2
507,507_0,crack,4
508,508_0,hide_craze,5
510,510_0,corrosion,1
510,510_1,corrosion,1
514,514_0,surface_injure,2
515,515_0,corrosion,1
516,516_0,corrosion,1
517,517_0,hide_craze,5
525,525_0,crack,4
527,527_0,corrosion,1
527,527_1,corrosion,1
527,527_2,corrosion,1
530,530_0,corrosion,1
531,531_0,crack,4
532,532_0,surface_injure,2
533,533_0,hide_craze,5
537,537_0,crack,4
537,537_1,crack,4
539,539_0,corrosion,1
539,539_1,corrosion,1
542,542_0,hide_craze,5
544,544_0,crack,4
547,547_0,surface_injure,2
548,548_0,crack,4
548,548_1,crack,4
553,553_0,surface_injure,2
554,554_0,craze,0
559,559_0,craze,0
559,559_1,craze,0
559,559_2,craze,0
560,560_0,corrosion,1
560,560_1,corrosion,1
564,564_0,hide_craze,5
576,576_0,surface_injure,2
576,576_1,surface_injure,2
576,576_2,surface_injure,2
578,578_0,hide_craze,5
583,583_0,corrosion,1
589,589_0,hide_craze,5
592,592_0,craze,0
599,599_0,corrosion,1
603,603_0,thunderstrike,3
603,603_1,surface_injure,2
603,603_2,surface_injure,2
606,606_0,surface_injure,2
607,607_0,hide_craze,5
615,615_0,hide_craze,5
615,615_1,hide_craze,5
616,616_0,hide_craze,5
618,618_0,hide_craze,5
619,619_0,hide_craze,5
620,620_0,surface_injure,2
625,625_0,hide_craze,5
629,629_0,surface_injure,2
630,630_0,surface_injure,2
631,631_0,surface_injure,2
632,632_0,craze,0
635,635_0,surface_injure,2
638,638_0,hide_craze,5
641,641_0,hide_craze,5
641,641_1,hide_craze,5
641,641_2,craze,0
647,647_0,surface_injure,2
652,652_0,hide_craze,5
652,652_1,craze,0
659,659_0,thunderstrike,3
660,660_0,surface_injure,2
660,660_1,craze,0
666,666_0,hide_craze,5
666,666_1,hide_craze,5
667,667_0,hide_craze,5
670,670_0,hide_craze,5
670,670_1,surface_injure,2
672,672_0,surface_injure,2
672,672_1,surface_injure,2
672,672_2,corrosion,1
673,673_0,surface_injure,2
679,679_0,surface_injure,2
682,682_0,hide_craze,5
682,682_1,hide_craze,5
683,683_0,surface_injure,2
683,683_1,surface_injure,2
683,683_2,surface_injure,2
691,691_0,craze,0
692,692_0,craze,0
695,695_0,hide_craze,5
695,695_1,hide_craze,5
705,705_0,hide_craze,5
708,708_0,thunderstrike,3
713,713_0,craze,0
716,716_0,craze,0
716,716_1,craze,0
717,717_0,craze,0
717,717_1,hide_craze,5
723,723_0,hide_craze,5
726,726_0,surface_injure,2
728,728_0,craze,0
728,728_1,hide_craze,5
732,732_0,corrosion,1
754,754_0,thunderstrike,3
754,754_1,hide_craze,5
754,754_2,hide_craze,5
756,756_0,hide_craze,5
757,757_0,hide_craze,5
757,757_1,hide_craze,5
818,818_0,surface_injure,2
818,818_1,hide_craze,5
818,818_2,hide_craze,5
818,818_3,hide_craze,5
818,818_4,hide_craze,5
871,871_0,hide_craze,5
871,871_1,craze,0
883,883_0,hide_craze,5
883,883_1,craze,0
885,885_0,hide_craze,5
885,885_1,craze,0
894,894_0,thunderstrike,3
895,895_0,hide_craze,5
895,895_1,craze,0
965,965_0,surface_injure,2
980,980_0,thunderstrike,3
980,980_1,surface_injure,2
980,980_2,surface_injure,2
997,997_0,hide_craze,5
998,998_0,corrosion,1
1004,1004_0,hide_craze,5
1004,1004_1,craze,0
1008,1008_0,surface_injure,2
1010,1010_0,hide_craze,5
1048,1048_0,corrosion,1
1060,1060_0,surface_injure,2
1060,1060_1,surface_injure,2
1060,1060_2,surface_injure,2
1061,1061_0,craze,0
1063,1063_0,corrosion,1
1063,1063_1,corrosion,1
