instance_id,source_image_id,object_index,class_id,class_name,defect_class_id,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area_pixels,bbox_area_fraction,bbox_aspect_ratio,yolo_x_center,yolo_y_center,yolo_width,yolo_height,split
25_0,25,0,5,hide_craze,0,356,3,459,1013,104,1011,105144,0.10027313232421875,0.10286844708209693,0.3974609375,0.49560546875,0.1015625,0.9873046875,train
26_0,26,0,4,crack,0,377,74,502,910,126,837,105462,0.10057640075683594,0.15053763440860216,0.4287109375,0.47998046875,0.123046875,0.8173828125,train
27_0,27,0,2,surface_injure,0,8,178,431,480,424,303,128472,0.12252044677734375,1.3993399339933994,0.2138671875,0.32080078125,0.4140625,0.2958984375,train
27_1,27,1,2,surface_injure,0,455,413,731,777,277,365,101105,0.0964212417602539,0.7589041095890411,0.57861328125,0.58056640625,0.2705078125,0.3564453125,train
27_2,27,2,2,surface_injure,0,753,680,869,886,117,207,24219,0.02309703826904297,0.5652173913043478,0.79150390625,0.76416015625,0.1142578125,0.2021484375,train
28_0,28,0,5,hide_craze,0,523,599,559,985,37,387,14319,0.013655662536621094,0.09560723514211886,0.52783203125,0.77294921875,0.0361328125,0.3779296875,train
29_0,29,0,5,hide_craze,0,67,210,159,328,93,119,11067,0.010554313659667969,0.7815126050420168,0.10986328125,0.26220703125,0.0908203125,0.1162109375,train
30_0,30,0,0,craze,0,225,22,494,211,270,190,51300,0.048923492431640625,1.4210526315789473,0.3505859375,0.11328125,0.263671875,0.185546875,train
30_1,30,1,0,craze,0,509,194,1012,645,504,452,227808,0.217254638671875,1.1150442477876106,0.7421875,0.4091796875,0.4921875,0.44140625,train
31_0,31,0,2,surface_injure,0,136,358,628,517,493,160,78880,0.075225830078125,3.08125,0.37255859375,0.4267578125,0.4814453125,0.15625,train
31_1,31,1,2,surface_injure,0,1,441,141,686,141,246,34686,0.03307914733886719,0.573170731707317,0.06884765625,0.5498046875,0.1376953125,0.240234375,train
32_0,32,0,3,thunderstrike,0,58,558,527,849,470,292,137240,0.13088226318359375,1.6095890410958904,0.28515625,0.6865234375,0.458984375,0.28515625,test
32_1,32,1,3,thunderstrike,0,739,692,987,975,249,284,70716,0.06744003295898438,0.8767605633802817,0.84228515625,0.8134765625,0.2431640625,0.27734375,test
33_0,33,0,4,crack,0,259,341,300,560,42,220,9240,0.00881195068359375,0.19090909090909092,0.2724609375,0.439453125,0.041015625,0.21484375,train
33_1,33,1,4,crack,0,453,202,619,478,167,277,46259,0.04411602020263672,0.6028880866425993,0.52294921875,0.33154296875,0.1630859375,0.2705078125,train
34_0,34,0,2,surface_injure,0,91,803,142,861,52,59,3068,0.002925872802734375,0.8813559322033898,0.11328125,0.81201171875,0.05078125,0.0576171875,train
34_1,34,1,5,hide_craze,0,436,716,869,785,434,70,30380,0.028972625732421875,6.2,0.63671875,0.732421875,0.423828125,0.068359375,train
35_0,35,0,1,corrosion,0,119,505,745,1014,627,510,319770,0.30495643615722656,1.2294117647058824,0.42138671875,0.7412109375,0.6123046875,0.498046875,train
35_1,35,1,1,corrosion,0,44,5,472,492,429,488,209352,0.19965362548828125,0.8790983606557377,0.25146484375,0.2421875,0.4189453125,0.4765625,train
36_0,36,0,5,hide_craze,0,147,20,533,631,387,612,236844,0.22587203979492188,0.6323529411764706,0.33154296875,0.3173828125,0.3779296875,0.59765625,train
36_1,36,1,5,hide_craze,0,695,463,1020,708,326,246,80196,0.07648086547851562,1.3252032520325203,0.8369140625,0.5712890625,0.318359375,0.240234375,train
37_0,37,0,3,thunderstrike,0,380,403,649,684,270,282,76140,0.07261276245117188,0.9574468085106383,0.501953125,0.5302734375,0.263671875,0.275390625,train
37_1,37,1,2,surface_injure,0,286,105,792,774,507,670,339690,0.32395362854003906,0.7567164179104477,0.52587890625,0.4287109375,0.4951171875,0.654296875,train
38_0,38,0,5,hide_craze,0,603,5,644,385,42,381,16002,0.015260696411132812,0.11023622047244094,0.6083984375,0.18994140625,0.041015625,0.3720703125,train
39_0,39,0,1,corrosion,0,391,127,600,989,210,863,181230,0.1728343963623047,0.24333719582850522,0.4833984375,0.54443359375,0.205078125,0.8427734375,train
40_0,40,0,3,thunderstrike,0,1,339,427,583,427,245,104615,0.09976863861083984,1.7428571428571429,0.20849609375,0.44970703125,0.4169921875,0.2392578125,train
41_0,41,0,5,hide_craze,0,400,630,977,666,578,37,21386,0.020395278930664062,15.621621621621621,0.671875,0.63232421875,0.564453125,0.0361328125,train
42_0,42,0,0,craze,0,627,83,1024,789,398,707,281386,0.26835060119628906,0.562942008486563,0.8056640625,0.42529296875,0.388671875,0.6904296875,train
42_1,42,1,0,craze,0,81,278,286,469,206,192,39552,0.0377197265625,1.0729166666666667,0.1787109375,0.3642578125,0.201171875,0.1875,train
42_2,42,2,0,craze,0,411,233,609,514,199,282,56118,0.05351829528808594,0.7056737588652482,0.49755859375,0.3642578125,0.1943359375,0.275390625,train
43_0,43,0,2,surface_injure,0,177,1,502,689,326,689,224614,0.21420860290527344,0.4731494920174166,0.3310546875,0.33642578125,0.318359375,0.6728515625,train
43_1,43,1,2,surface_injure,0,300,724,553,885,254,162,41148,0.039241790771484375,1.5679012345679013,0.416015625,0.78515625,0.248046875,0.158203125,train
44_0,44,0,5,hide_craze,0,286,591,631,783,346,193,66778,0.06368446350097656,1.7927461139896372,0.447265625,0.67041015625,0.337890625,0.1884765625,train
45_0,45,0,2,surface_injure,0,191,417,664,655,474,239,113286,0.10803794860839844,1.9832635983263598,0.4169921875,0.52294921875,0.462890625,0.2333984375,train
45_1,45,1,2,surface_injure,0,16,517,181,872,166,356,59096,0.05635833740234375,0.46629213483146065,0.095703125,0.677734375,0.162109375,0.34765625,train
46_0,46,0,1,corrosion,0,20,563,548,680,529,118,62422,0.05953025817871094,4.483050847457627,0.27685546875,0.6064453125,0.5166015625,0.115234375,test
46_1,46,1,1,corrosion,0,569,491,814,578,246,88,21648,0.0206451416015625,2.7954545454545454,0.6748046875,0.521484375,0.240234375,0.0859375,test
47_0,47,0,0,craze,0,683,731,941,1002,259,272,70448,0.0671844482421875,0.9522058823529411,0.79248046875,0.845703125,0.2529296875,0.265625,train
47_1,47,1,0,craze,0,523,513,683,716,161,204,32844,0.031322479248046875,0.7892156862745098,0.58837890625,0.599609375,0.1572265625,0.19921875,train
47_2,47,2,0,craze,0,328,335,498,491,171,157,26847,0.025603294372558594,1.089171974522293,0.40283203125,0.40283203125,0.1669921875,0.1533203125,train
48_0,48,0,2,surface_injure,0,394,473,553,794,160,322,51520,0.04913330078125,0.4968944099378882,0.4619140625,0.6181640625,0.15625,0.314453125,test
49_0,49,0,0,craze,0,375,269,806,364,432,96,41472,0.03955078125,4.5,0.576171875,0.30859375,0.421875,0.09375,train
50_0,50,0,0,craze,0,6,83,467,899,462,817,377454,0.3599681854248047,0.565483476132191,0.23046875,0.47900390625,0.451171875,0.7978515625,train
50_1,50,1,0,craze,0,731,261,955,503,225,243,54675,0.05214214324951172,0.9259259259259259,0.82275390625,0.37255859375,0.2197265625,0.2373046875,train
50_2,50,2,0,craze,0,494,278,619,513,126,236,29736,0.02835845947265625,0.5338983050847458,0.54296875,0.3857421875,0.123046875,0.23046875,train
51_0,51,0,0,craze,0,447,894,547,1019,101,126,12726,0.012136459350585938,0.8015873015873016,0.48486328125,0.93359375,0.0986328125,0.123046875,test
51_1,51,1,0,craze,0,473,20,658,850,186,831,154566,0.14740562438964844,0.22382671480144403,0.5517578125,0.42431640625,0.181640625,0.8115234375,test
52_0,52,0,3,thunderstrike,0,208,174,511,938,304,765,232560,0.2217864990234375,0.39738562091503266,0.3505859375,0.54248046875,0.296875,0.7470703125,train
53_0,53,0,4,crack,0,420,153,509,424,90,272,24480,0.023345947265625,0.33088235294117646,0.453125,0.28125,0.087890625,0.265625,train
54_0,54,0,5,hide_craze,0,478,272,503,631,26,360,9360,0.0089263916015625,0.07222222222222222,0.478515625,0.4404296875,0.025390625,0.3515625,test
54_1,54,1,5,hide_craze,0,470,691,500,928,31,238,7378,0.0070362091064453125,0.13025210084033614,0.47314453125,0.7900390625,0.0302734375,0.232421875,test
55_0,55,0,5,hide_craze,0,477,705,941,939,465,235,109275,0.10421276092529297,1.9787234042553192,0.69189453125,0.80224609375,0.4541015625,0.2294921875,validation
56_0,56,0,5,hide_craze,0,405,875,652,924,248,50,12400,0.0118255615234375,4.96,0.515625,0.8779296875,0.2421875,0.048828125,train
56_1,56,1,5,hide_craze,0,427,495,598,547,172,53,9116,0.008693695068359375,3.2452830188679247,0.5,0.50830078125,0.16796875,0.0517578125,train
56_2,56,2,5,hide_craze,0,362,719,603,835,242,117,28314,0.027002334594726562,2.0683760683760686,0.470703125,0.75830078125,0.236328125,0.1142578125,train
56_3,56,3,5,hide_craze,0,425,606,612,672,188,67,12596,0.012012481689453125,2.8059701492537314,0.505859375,0.62353515625,0.18359375,0.0654296875,train
57_0,57,0,0,craze,0,550,314,850,438,301,125,37625,0.035881996154785156,2.408,0.68310546875,0.36669921875,0.2939453125,0.1220703125,test
57_1,57,1,2,surface_injure,0,422,313,531,374,110,62,6820,0.006504058837890625,1.7741935483870968,0.46484375,0.3349609375,0.107421875,0.060546875,test
58_0,58,0,5,hide_craze,0,1,420,728,522,728,103,74984,0.07151031494140625,7.067961165048544,0.35546875,0.45947265625,0.7109375,0.1005859375,train
59_0,59,0,4,crack,0,767,380,903,614,137,235,32195,0.03070354461669922,0.5829787234042553,0.81494140625,0.48486328125,0.1337890625,0.2294921875,validation
60_0,60,0,3,thunderstrike,0,87,639,397,722,311,84,26124,0.024913787841796875,3.7023809523809526,0.23583984375,0.6640625,0.3037109375,0.08203125,validation
60_1,60,1,5,hide_craze,0,783,1,809,264,27,264,7128,0.00679779052734375,0.10227272727272728,0.77685546875,0.12890625,0.0263671875,0.2578125,validation
61_0,61,0,0,craze,0,623,688,958,1014,336,327,109872,0.1047821044921875,1.0275229357798166,0.771484375,0.83056640625,0.328125,0.3193359375,test
61_1,61,1,0,craze,0,367,389,631,650,265,262,69430,0.06621360778808594,1.0114503816793894,0.48681640625,0.5068359375,0.2587890625,0.255859375,test
61_2,61,2,0,craze,0,203,200,402,366,200,167,33400,0.03185272216796875,1.1976047904191616,0.294921875,0.27587890625,0.1953125,0.1630859375,test
62_0,62,0,3,thunderstrike,0,19,450,512,555,494,106,52364,0.049938201904296875,4.660377358490566,0.2587890625,0.490234375,0.482421875,0.103515625,validation
62_1,62,1,5,hide_craze,0,814,494,841,589,28,96,2688,0.0025634765625,0.2916666666666667,0.8076171875,0.5283203125,0.02734375,0.09375,validation
63_0,63,0,2,surface_injure,0,122,425,191,511,70,87,6090,0.0058078765869140625,0.8045977011494253,0.15234375,0.45654296875,0.068359375,0.0849609375,train
63_1,63,1,2,surface_injure,0,308,714,356,763,49,50,2450,0.0023365020751953125,0.98,0.32373046875,0.720703125,0.0478515625,0.048828125,train
64_0,64,0,1,corrosion,0,362,450,498,991,137,542,74254,0.07081413269042969,0.25276752767527677,0.41943359375,0.703125,0.1337890625,0.529296875,train
65_0,65,0,1,corrosion,0,87,39,445,989,359,951,341409,0.3255929946899414,0.3774973711882229,0.25927734375,0.50146484375,0.3505859375,0.9287109375,test
66_0,66,0,4,crack,0,428,155,531,694,104,540,56160,0.053558349609375,0.1925925925925926,0.4677734375,0.4140625,0.1015625,0.52734375,train
66_1,66,1,4,crack,0,802,247,894,745,93,499,46407,0.044257164001464844,0.18637274549098196,0.82763671875,0.48388671875,0.0908203125,0.4873046875,train
67_0,67,0,5,hide_craze,0,359,589,666,688,308,100,30800,0.0293731689453125,3.08,0.5,0.623046875,0.30078125,0.09765625,test
68_0,68,0,5,hide_craze,0,522,497,550,933,29,437,12673,0.012085914611816406,0.06636155606407322,0.52294921875,0.69775390625,0.0283203125,0.4267578125,train
68_1,68,1,5,hide_craze,0,530,145,550,356,21,212,4452,0.004245758056640625,0.09905660377358491,0.52685546875,0.244140625,0.0205078125,0.20703125,train
69_0,69,0,4,crack,0,278,78,445,263,168,186,31248,0.0298004150390625,0.9032258064516129,0.3525390625,0.166015625,0.1640625,0.181640625,validation
69_1,69,1,4,crack,0,761,245,928,385,168,141,23688,0.02259063720703125,1.1914893617021276,0.82421875,0.30712890625,0.1640625,0.1376953125,validation
70_0,70,0,4,crack,0,184,213,392,567,209,355,74195,0.07075786590576172,0.5887323943661972,0.28076171875,0.38037109375,0.2041015625,0.3466796875,validation
70_1,70,1,4,crack,0,545,16,659,466,115,451,51865,0.049462318420410156,0.2549889135254989,0.58740234375,0.23486328125,0.1123046875,0.4404296875,validation
71_0,71,0,0,craze,0,108,377,1011,783,904,407,367928,0.35088348388671875,2.2211302211302213,0.5458984375,0.56591796875,0.8828125,0.3974609375,test
72_0,72,0,1,corrosion,0,462,378,503,944,42,567,23814,0.022710800170898438,0.07407407407407407,0.470703125,0.64501953125,0.041015625,0.5537109375,validation
73_0,73,0,0,craze,0,286,270,766,700,481,431,207311,0.1977071762084961,1.1160092807424593,0.51318359375,0.47314453125,0.4697265625,0.4208984375,test
74_0,74,0,0,craze,0,425,688,850,836,426,149,63474,0.06053352355957031,2.859060402684564,0.6220703125,0.74365234375,0.416015625,0.1455078125,train
75_0,75,0,2,surface_injure,0,103,586,177,1017,75,432,32400,0.0308990478515625,0.1736111111111111,0.13623046875,0.7822265625,0.0732421875,0.421875,train
75_1,75,1,2,surface_injure,0,727,6,1024,325,298,320,95360,0.0909423828125,0.93125,0.8544921875,0.1611328125,0.291015625,0.3125,train
76_0,76,0,0,craze,0,172,181,694,606,523,426,222798,0.2124767303466797,1.227699530516432,0.42236328125,0.3837890625,0.5107421875,0.416015625,train
77_0,77,0,3,thunderstrike,0,227,825,339,908,113,84,9492,0.009052276611328125,1.3452380952380953,0.27587890625,0.845703125,0.1103515625,0.08203125,validation
78_0,78,0,4,crack,0,527,169,670,761,144,593,85392,0.0814361572265625,0.24283305227655985,0.583984375,0.45361328125,0.140625,0.5791015625,train
79_0,79,0,0,craze,0,289,275,767,710,479,436,208844,0.19916915893554688,1.098623853211009,0.51513671875,0.48046875,0.4677734375,0.42578125,train
81_0,81,0,0,craze,0,20,3,231,181,212,179,37948,0.036190032958984375,1.1843575418994414,0.1220703125,0.08935546875,0.20703125,0.1748046875,test
81_1,81,1,0,craze,0,256,197,566,538,311,342,106362,0.10143470764160156,0.9093567251461988,0.40087890625,0.3583984375,0.3037109375,0.333984375,test
81_2,81,2,0,craze,0,600,481,1016,870,417,390,162630,0.15509605407714844,1.0692307692307692,0.78857421875,0.6591796875,0.4072265625,0.380859375,test
82_0,82,0,4,crack,0,145,536,414,642,270,107,28890,0.027551651000976562,2.5233644859813085,0.2724609375,0.57470703125,0.263671875,0.1044921875,train
83_0,83,0,5,hide_craze,0,39,694,236,1024,198,331,65538,0.06250190734863281,0.5981873111782477,0.1337890625,0.83837890625,0.193359375,0.3232421875,train
83_1,83,1,5,hide_craze,0,259,739,1009,861,751,123,92373,0.08809375762939453,6.105691056910569,0.61865234375,0.78076171875,0.7333984375,0.1201171875,train
84_0,84,0,3,thunderstrike,0,620,608,766,872,147,265,38955,0.03715038299560547,0.5547169811320755,0.67626953125,0.72216796875,0.1435546875,0.2587890625,train
85_0,85,0,4,crack,0,484,166,542,220,59,55,3245,0.0030946731567382812,1.0727272727272728,0.50048828125,0.18798828125,0.0576171875,0.0537109375,train
86_0,86,0,5,hide_craze,0,125,131,464,195,340,65,22100,0.021076202392578125,5.230769230769231,0.287109375,0.15869140625,0.33203125,0.0634765625,train
87_0,87,0,0,craze,0,133,106,961,710,829,605,501545,0.47831058502197266,1.3702479338842974,0.53369140625,0.39794921875,0.8095703125,0.5908203125,validation
88_0,88,0,4,crack,0,580,72,791,370,212,299,63388,0.060451507568359375,0.7090301003344481,0.6689453125,0.21533203125,0.20703125,0.2919921875,test
89_0,89,0,4,crack,0,106,333,191,644,86,312,26832,0.0255889892578125,0.27564102564102566,0.14453125,0.4765625,0.083984375,0.3046875,train
89_1,89,1,4,crack,0,383,100,592,528,210,429,90090,0.08591651916503906,0.48951048951048953,0.4755859375,0.30615234375,0.205078125,0.4189453125,train
90_0,90,0,2,surface_injure,0,69,578,139,1024,71,447,31737,0.030266761779785156,0.15883668903803133,0.10107421875,0.78173828125,0.0693359375,0.4365234375,train
90_1,90,1,2,surface_injure,0,1,1,533,233,533,233,124189,0.11843585968017578,2.2875536480686693,0.26025390625,0.11376953125,0.5205078125,0.2275390625,train
90_2,90,2,2,surface_injure,0,548,1,1002,556,455,556,252980,0.24126052856445312,0.8183453237410072,0.75634765625,0.271484375,0.4443359375,0.54296875,train
91_0,91,0,5,hide_craze,0,420,461,625,911,206,451,92906,0.08860206604003906,0.4567627494456763,0.509765625,0.66943359375,0.201171875,0.4404296875,train
92_0,92,0,4,crack,0,416,35,706,708,291,674,196134,0.18704795837402344,0.4317507418397626,0.54736328125,0.3623046875,0.2841796875,0.658203125,train
93_0,93,0,0,craze,0,233,369,1023,681,791,313,247583,0.2361135482788086,2.527156549520767,0.61279296875,0.51220703125,0.7724609375,0.3056640625,test
94_0,94,0,4,crack,0,273,394,319,594,47,201,9447,0.009009361267089844,0.23383084577114427,0.28857421875,0.48193359375,0.0458984375,0.1962890625,train
94_1,94,1,4,crack,0,428,266,566,536,139,271,37669,0.03592395782470703,0.5129151291512916,0.48486328125,0.39111328125,0.1357421875,0.2646484375,train
95_0,95,0,1,corrosion,0,241,530,323,1011,83,482,40006,0.03815269470214844,0.17219917012448133,0.27490234375,0.751953125,0.0810546875,0.470703125,train
95_1,95,1,1,corrosion,0,295,13,423,516,129,504,65016,0.06200408935546875,0.25595238095238093,0.35009765625,0.2578125,0.1259765625,0.4921875,train
95_2,95,2,3,thunderstrike,0,600,10,691,69,92,60,5520,0.0052642822265625,1.5333333333333334,0.6298828125,0.0380859375,0.08984375,0.05859375,train
96_0,96,0,2,surface_injure,0,608,505,739,639,132,135,17820,0.016994476318359375,0.9777777777777777,0.6572265625,0.55810546875,0.12890625,0.1318359375,validation
96_1,96,1,2,surface_injure,0,875,545,1017,653,143,109,15587,0.014864921569824219,1.311926605504587,0.92333984375,0.58447265625,0.1396484375,0.1064453125,validation
97_0,97,0,4,crack,0,358,422,616,686,259,265,68635,0.06545543670654297,0.9773584905660377,0.47509765625,0.54052734375,0.2529296875,0.2587890625,train
99_0,99,0,5,hide_craze,0,394,513,920,555,527,43,22661,0.02161121368408203,12.255813953488373,0.64111328125,0.52099609375,0.5146484375,0.0419921875,validation
100_0,100,0,3,thunderstrike,0,494,142,842,961,349,820,286180,0.2729225158691406,0.42560975609756097,0.65185546875,0.5380859375,0.3408203125,0.80078125,validation
101_0,101,0,2,surface_injure,0,314,114,659,542,346,429,148434,0.1415576934814453,0.8065268065268065,0.474609375,0.31982421875,0.337890625,0.4189453125,train
102_0,102,0,3,thunderstrike,0,475,510,602,722,128,213,27264,0.0260009765625,0.6009389671361502,0.525390625,0.60107421875,0.125,0.2080078125,train
103_0,103,0,0,craze,0,14,383,812,683,799,301,240499,0.22935771942138672,2.654485049833887,0.40283203125,0.52001953125,0.7802734375,0.2939453125,test
104_0,104,0,4,crack,0,406,419,697,663,292,245,71540,0.06822586059570312,1.1918367346938776,0.5380859375,0.52783203125,0.28515625,0.2392578125,train
106_0,106,0,2,surface_injure,0,337,805,372,860,36,56,2016,0.001922607421875,0.6428571428571429,0.345703125,0.8125,0.03515625,0.0546875,train
106_1,106,1,2,surface_injure,0,616,792,653,1002,38,211,8018,0.0076465606689453125,0.18009478672985782,0.619140625,0.87548828125,0.037109375,0.2060546875,train
106_2,106,2,2,surface_injure,0,619,627,753,705,135,79,10665,0.010170936584472656,1.7088607594936709,0.66943359375,0.64990234375,0.1318359375,0.0771484375,train
106_3,106,3,2,surface_injure,0,623,520,661,614,39,95,3705,0.0035333633422851562,0.4105263157894737,0.62646484375,0.55322265625,0.0380859375,0.0927734375,train
106_4,106,4,2,surface_injure,0,631,80,698,316,68,237,16116,0.015369415283203125,0.2869198312236287,0.6484375,0.19287109375,0.06640625,0.2314453125,train
106_5,106,5,2,surface_injure,0,700,92,752,142,53,51,2703,0.0025777816772460938,1.0392156862745099,0.70849609375,0.11376953125,0.0517578125,0.0498046875,train
106_6,106,6,2,surface_injure,0,789,11,831,49,43,39,1677,0.0015993118286132812,1.1025641025641026,0.79052734375,0.02880859375,0.0419921875,0.0380859375,train
107_0,107,0,4,crack,0,356,99,397,310,42,212,8904,0.00849151611328125,0.19811320754716982,0.3671875,0.19921875,0.041015625,0.20703125,train
107_1,107,1,4,crack,0,472,124,517,353,46,230,10580,0.010089874267578125,0.2,0.482421875,0.232421875,0.044921875,0.224609375,train
108_0,108,0,3,thunderstrike,0,542,313,911,800,370,488,180560,0.1721954345703125,0.7581967213114754,0.708984375,0.54296875,0.361328125,0.4765625,validation
108_1,108,1,2,surface_injure,0,928,2,1014,781,87,780,67860,0.06471633911132812,0.11153846153846154,0.94775390625,0.3818359375,0.0849609375,0.76171875,validation
108_2,108,2,2,surface_injure,0,342,10,534,935,193,926,178718,0.1704387664794922,0.2084233261339093,0.42724609375,0.4609375,0.1884765625,0.904296875,validation
109_0,109,0,2,surface_injure,0,180,470,819,549,640,80,51200,0.048828125,8.0,0.4873046875,0.4970703125,0.625,0.078125,train
110_0,110,0,2,surface_injure,0,41,128,616,213,576,86,49536,0.0472412109375,6.6976744186046515,0.3203125,0.166015625,0.5625,0.083984375,train
111_0,111,0,4,crack,0,416,263,586,402,171,140,23940,0.022830963134765625,1.2214285714285715,0.48876953125,0.32421875,0.1669921875,0.13671875,validation
112_0,112,0,3,thunderstrike,0,250,320,600,695,351,376,131976,0.12586212158203125,0.9335106382978723,0.41455078125,0.4951171875,0.3427734375,0.3671875,test
112_1,112,1,2,surface_injure,0,56,95,691,281,636,187,118932,0.11342239379882812,3.4010695187165774,0.3642578125,0.18310546875,0.62109375,0.1826171875,test
113_0,113,0,1,corrosion,0,462,502,572,1024,111,523,58053,0.05536365509033203,0.21223709369024857,0.50439453125,0.74462890625,0.1083984375,0.5107421875,train
113_1,113,1,1,corrosion,0,536,5,587,488,52,484,25168,0.0240020751953125,0.10743801652892562,0.5478515625,0.240234375,0.05078125,0.47265625,train
114_0,114,0,5,hide_craze,0,639,625,691,985,53,361,19133,0.01824665069580078,0.14681440443213298,0.64892578125,0.78564453125,0.0517578125,0.3525390625,validation
114_1,114,1,5,hide_craze,0,689,10,773,606,85,597,50745,0.048394203186035156,0.1423785594639866,0.71337890625,0.30029296875,0.0830078125,0.5830078125,validation
115_0,115,0,1,corrosion,0,302,438,447,977,146,540,78840,0.07518768310546875,0.27037037037037037,0.365234375,0.6904296875,0.142578125,0.52734375,train
