blocker_type,record_id,detail
identity,922,identity_pending_review
identity,924,identity_pending_review
identity,925,identity_pending_review
identity,926,identity_pending_review
identity,927,identity_pending_review
identity,928,identity_pending_review
identity,929,identity_pending_review
identity,930,identity_pending_review
identity,931,identity_pending_review
identity,933,identity_pending_review
identity,934,identity_pending_review
identity,935,identity_pending_review
identity,936,identity_pending_review
identity,937,identity_pending_review
identity,938,identity_pending_review
identity,939,identity_pending_review
identity,940,identity_pending_review
identity,941,identity_pending_review
identity,942,identity_pending_review
identity,943,identity_pending_review
identity,944,identity_pending_review
identity,946,identity_pending_review
identity,947,identity_pending_review
identity,948,identity_pending_review
identity,949,identity_pending_review
identity,950,identity_pending_review
identity,951,identity_pending_review
identity,952,identity_pending_review
identity,953,identity_pending_review
identity,954,identity_pending_review
identity,957,identity_pending_review
identity,958,identity_pending_review
identity,959,identity_pending_review
identity,960,identity_pending_review
identity,961,identity_pending_review
identity,962,identity_pending_review
identity,964,identity_pending_review
identity,966,identity_pending_review
identity,967,identity_pending_review
identity,970,identity_pending_review
identity,971,identity_pending_review
identity,972,identity_pending_review
identity,973,identity_pending_review
identity,975,identity_pending_review
identity,976,identity_pending_review
identity,977,identity_pending_review
identity,978,identity_pending_review
identity,979,identity_pending_review
identity,981,identity_pending_review
identity,982,identity_pending_review
identity,983,identity_pending_review
identity,985,identity_pending_review
identity,987,identity_pending_review
identity,988,identity_pending_review
identity,989,identity_pending_review
identity,990,identity_pending_review
identity,991,identity_pending_review
identity,993,identity_pending_review
identity,994,identity_pending_review
identity,995,identity_pending_review
identity,996,identity_pending_review
identity,999,identity_pending_review
identity,1000,identity_pending_review
identity,1001,identity_pending_review
identity,1003,identity_pending_review
identity,1005,identity_pending_review
identity,1006,identity_pending_review
identity,1009,identity_pending_review
identity,1011,identity_pending_review
identity,1012,identity_pending_review
identity,1013,identity_pending_review
identity,1014,identity_pending_review
identity,1015,identity_pending_review
identity,1016,identity_pending_review
identity,1018,identity_pending_review
identity,1020,identity_pending_review
identity,1021,identity_pending_review
identity,1022,identity_pending_review
identity,1023,identity_pending_review
identity,1024,identity_pending_review
identity,1025,identity_pending_review
identity,1026,identity_pending_review
identity,1027,identity_pending_review
identity,1028,identity_pending_review
identity,1029,identity_pending_review
identity,1030,identity_pending_review
identity,1031,identity_pending_review
identity,1032,identity_pending_review
identity,1033,identity_pending_review
identity,1034,identity_pending_review
identity,1035,identity_pending_review
identity,1036,identity_pending_review
identity,1037,identity_pending_review
identity,1038,identity_pending_review
identity,1039,identity_pending_review
identity,1040,identity_pending_review
identity,1041,identity_pending_review
identity,1042,identity_pending_review
identity,1043,identity_pending_review
identity,1044,identity_pending_review
identity,1045,identity_pending_review
identity,1047,identity_pending_review
identity,1049,identity_pending_review
identity,1050,identity_pending_review
identity,1051,identity_pending_review
identity,1052,identity_pending_review
identity,1053,identity_pending_review
identity,1054,identity_pending_review
identity,1055,identity_pending_review
identity,1056,identity_pending_review
identity,1057,identity_pending_review
identity,1058,identity_pending_review
identity,1059,identity_pending_review
identity,1062,identity_pending_review
near_duplicate,pair-0004,cross_split
near_duplicate,pair-0016,cross_split
near_duplicate,pair-0009,cross_split
near_duplicate,pair-0031,cross_split
near_duplicate,pair-0026,cross_split
near_duplicate,pair-0025,cross_split
near_duplicate,pair-0008,cross_split
near_duplicate,pair-0022,cross_split
near_duplicate,pair-0032,cross_split
near_duplicate,pair-0021,cross_split
near_duplicate,pair-0030,cross_split
near_duplicate,pair-0020,cross_split
near_duplicate,pair-0013,cross_split
near_duplicate,pair-0029,cross_split
near_duplicate,pair-0005,cross_split
near_duplicate,pair-0027,cross_split
near_duplicate,pair-0003,cross_split
near_duplicate,pair-0028,cross_split
near_duplicate,pair-0019,cross_split
near_duplicate,pair-0006,cross_split
near_duplicate,pair-0012,cross_split
near_duplicate,pair-0015,cross_split
near_duplicate,pair-0024,cross_split
near_duplicate,pair-0017,cross_split
near_duplicate,pair-0034,cross_split
near_duplicate,pair-0007,cross_split
near_duplicate,pair-0014,cross_split
near_duplicate,pair-0010,cross_split
near_duplicate,pair-0011,cross_split
near_duplicate,pair-0023,cross_split
near_duplicate,pair-0033,cross_split
near_duplicate,pair-0018,cross_split
near_duplicate,pair-0098,cross_split
near_duplicate,pair-0088,cross_split
near_duplicate,pair-0095,cross_split
near_duplicate,pair-0091,cross_split
near_duplicate,pair-0087,cross_split
near_duplicate,pair-0081,cross_split
near_duplicate,pair-0093,cross_split
near_duplicate,pair-0099,cross_split
near_duplicate,pair-0096,cross_split
near_duplicate,pair-0084,cross_split
near_duplicate,pair-0090,cross_split
near_duplicate,pair-0085,cross_split
near_duplicate,pair-0089,cross_split
near_duplicate,pair-0083,cross_split
near_duplicate,pair-0082,cross_split
near_duplicate,pair-0075,cross_split
near_duplicate,pair-0100,cross_split
near_duplicate,pair-0076,cross_split
near_duplicate,pair-0094,cross_split
near_duplicate,pair-0092,cross_split
near_duplicate,pair-0079,cross_split
near_duplicate,pair-0101,cross_split
near_duplicate,pair-0080,cross_split
near_duplicate,pair-0097,cross_split
near_duplicate,pair-0077,cross_split
near_duplicate,pair-0078,cross_split
near_duplicate,pair-0086,cross_split
near_duplicate,pair-0164,cross_split
near_duplicate,pair-0166,cross_split
near_duplicate,pair-0162,cross_split
near_duplicate,pair-0145,cross_split
near_duplicate,pair-0167,cross_split
near_duplicate,pair-0173,cross_split
near_duplicate,pair-0169,cross_split
near_duplicate,pair-0146,cross_split
near_duplicate,pair-0151,cross_split
near_duplicate,pair-0147,cross_split
near_duplicate,pair-0149,cross_split
near_duplicate,pair-0159,cross_split
near_duplicate,pair-0160,cross_split
near_duplicate,pair-0150,cross_split
near_duplicate,pair-0165,cross_split
near_duplicate,pair-0171,cross_split
near_duplicate,pair-0143,cross_split
near_duplicate,pair-0157,cross_split
near_duplicate,pair-0175,cross_split
near_duplicate,pair-0152,cross_split
near_duplicate,pair-0156,cross_split
near_duplicate,pair-0163,cross_split
near_duplicate,pair-0142,cross_split
near_duplicate,pair-0158,cross_split
near_duplicate,pair-0148,cross_split
near_duplicate,pair-0170,cross_split
near_duplicate,pair-0161,cross_split
near_duplicate,pair-0168,cross_split
near_duplicate,pair-0155,cross_split
near_duplicate,pair-0172,cross_split
near_duplicate,pair-0154,cross_split
near_duplicate,pair-0174,cross_split
near_duplicate,pair-0153,cross_split
near_duplicate,pair-0176,cross_split
near_duplicate,pair-0144,cross_split
near_duplicate,pair-0235,cross_split
near_duplicate,pair-0254,cross_split
near_duplicate,pair-0255,cross_split
near_duplicate,pair-0238,cross_split
near_duplicate,pair-0237,cross_split
near_duplicate,pair-0250,cross_split
near_duplicate,pair-0270,cross_split
near_duplicate,pair-0265,cross_split
near_duplicate,pair-0230,cross_split
near_duplicate,pair-0234,cross_split
near_duplicate,pair-0245,cross_split
near_duplicate,pair-0260,cross_split
near_duplicate,pair-0236,cross_split
near_duplicate,pair-0241,cross_split
near_duplicate,pair-0256,cross_split
near_duplicate,pair-0246,cross_split
near_duplicate,pair-0232,cross_split
near_duplicate,pair-0231,cross_split
near_duplicate,pair-0249,cross_split
near_duplicate,pair-0247,cross_split
near_duplicate,pair-0239,cross_split
near_duplicate,pair-0248,cross_split
near_duplicate,pair-0251,cross_split
near_duplicate,pair-0243,cross_split
near_duplicate,pair-0252,cross_split
near_duplicate,pair-0259,cross_split
near_duplicate,pair-0240,cross_split
near_duplicate,pair-0266,cross_split
near_duplicate,pair-0261,cross_split
near_duplicate,pair-0257,cross_split
near_duplicate,pair-0258,cross_split
near_duplicate,pair-0244,cross_split
near_duplicate,pair-0253,cross_split
near_duplicate,pair-0263,cross_split
near_duplicate,pair-0268,cross_split
near_duplicate,pair-0233,cross_split
near_duplicate,pair-0267,cross_split
near_duplicate,pair-0269,cross_split
near_duplicate,pair-0242,cross_split
near_duplicate,pair-0264,cross_split
near_duplicate,pair-0262,cross_split
near_duplicate,pair-0378,cross_split
near_duplicate,pair-0370,cross_split
near_duplicate,pair-0359,cross_split
near_duplicate,pair-0373,cross_split
near_duplicate,pair-0371,cross_split
near_duplicate,pair-0377,cross_split
near_duplicate,pair-0368,cross_split
near_duplicate,pair-0366,cross_split
near_duplicate,pair-0379,cross_split
near_duplicate,pair-0362,cross_split
near_duplicate,pair-0364,cross_split
near_duplicate,pair-0360,cross_split
near_duplicate,pair-0372,cross_split
near_duplicate,pair-0361,cross_split
near_duplicate,pair-0363,cross_split
near_duplicate,pair-0367,cross_split
near_duplicate,pair-0375,cross_split
near_duplicate,pair-0383,cross_split
near_duplicate,pair-0389,cross_split
near_duplicate,pair-0388,cross_split
near_duplicate,pair-0374,cross_split
near_duplicate,pair-0365,cross_split
near_duplicate,pair-0369,cross_split
near_duplicate,pair-0385,cross_split
near_duplicate,pair-0376,cross_split
near_duplicate,pair-0380,cross_split
near_duplicate,pair-0381,cross_split
near_duplicate,pair-0387,cross_split
near_duplicate,pair-0386,cross_split
near_duplicate,pair-0382,cross_split
near_duplicate,pair-0384,cross_split
near_duplicate,pair-0035,within_split
near_duplicate,pair-0041,within_split
near_duplicate,pair-0045,within_split
near_duplicate,pair-0074,within_split
near_duplicate,pair-0056,within_split
near_duplicate,pair-0059,within_split
near_duplicate,pair-0061,within_split
near_duplicate,pair-0058,within_split
near_duplicate,pair-0072,within_split
near_duplicate,pair-0066,within_split
near_duplicate,pair-0064,within_split
near_duplicate,pair-0067,within_split
near_duplicate,pair-0062,within_split
near_duplicate,pair-0063,within_split
near_duplicate,pair-0038,within_split
near_duplicate,pair-0039,within_split
near_duplicate,pair-0052,within_split
near_duplicate,pair-0037,within_split
near_duplicate,pair-0043,within_split
near_duplicate,pair-0060,within_split
near_duplicate,pair-0057,within_split
near_duplicate,pair-0073,within_split
near_duplicate,pair-0069,within_split
near_duplicate,pair-0068,within_split
near_duplicate,pair-0065,within_split
near_duplicate,pair-0040,within_split
near_duplicate,pair-0055,within_split
near_duplicate,pair-0050,within_split
near_duplicate,pair-0051,within_split
near_duplicate,pair-0044,within_split
near_duplicate,pair-0054,within_split
near_duplicate,pair-0036,within_split
near_duplicate,pair-0042,within_split
near_duplicate,pair-0053,within_split
near_duplicate,pair-0049,within_split
near_duplicate,pair-0047,within_split
near_duplicate,pair-0070,within_split
near_duplicate,pair-0048,within_split
near_duplicate,pair-0071,within_split
near_duplicate,pair-0046,within_split
near_duplicate,pair-0126,within_split
near_duplicate,pair-0120,within_split
near_duplicate,pair-0118,within_split
near_duplicate,pair-0137,within_split
near_duplicate,pair-0116,within_split
near_duplicate,pair-0107,within_split
near_duplicate,pair-0105,within_split
near_duplicate,pair-0117,within_split
near_duplicate,pair-0106,within_split
near_duplicate,pair-0113,within_split
near_duplicate,pair-0138,within_split
near_duplicate,pair-0125,within_split
near_duplicate,pair-0128,within_split
near_duplicate,pair-0141,within_split
near_duplicate,pair-0115,within_split
near_duplicate,pair-0130,within_split
near_duplicate,pair-0121,within_split
near_duplicate,pair-0114,within_split
near_duplicate,pair-0102,within_split
near_duplicate,pair-0127,within_split
near_duplicate,pair-0122,within_split
near_duplicate,pair-0119,within_split
near_duplicate,pair-0103,within_split
near_duplicate,pair-0104,within_split
near_duplicate,pair-0132,within_split
near_duplicate,pair-0129,within_split
near_duplicate,pair-0108,within_split
near_duplicate,pair-0131,within_split
near_duplicate,pair-0133,within_split
near_duplicate,pair-0123,within_split
near_duplicate,pair-0135,within_split
near_duplicate,pair-0124,within_split
near_duplicate,pair-0109,within_split
near_duplicate,pair-0134,within_split
near_duplicate,pair-0110,within_split
near_duplicate,pair-0140,within_split
near_duplicate,pair-0111,within_split
near_duplicate,pair-0112,within_split
near_duplicate,pair-0136,within_split
near_duplicate,pair-0139,within_split
near_duplicate,pair-0210,within_split
near_duplicate,pair-0211,within_split
near_duplicate,pair-0221,within_split
near_duplicate,pair-0178,within_split
near_duplicate,pair-0222,within_split
near_duplicate,pair-0212,within_split
near_duplicate,pair-0220,within_split
near_duplicate,pair-0194,within_split
near_duplicate,pair-0197,within_split
near_duplicate,pair-0181,within_split
near_duplicate,pair-0183,within_split
near_duplicate,pair-0208,within_split
near_duplicate,pair-0182,within_split
near_duplicate,pair-0200,within_split
near_duplicate,pair-0213,within_split
near_duplicate,pair-0198,within_split
near_duplicate,pair-0199,within_split
near_duplicate,pair-0177,within_split
near_duplicate,pair-0196,within_split
near_duplicate,pair-0179,within_split
near_duplicate,pair-0205,within_split
near_duplicate,pair-0209,within_split
near_duplicate,pair-0180,within_split
near_duplicate,pair-0214,within_split
near_duplicate,pair-0223,within_split
near_duplicate,pair-0206,within_split
near_duplicate,pair-0215,within_split
near_duplicate,pair-0188,within_split
near_duplicate,pair-0227,within_split
near_duplicate,pair-0195,within_split
near_duplicate,pair-0204,within_split
near_duplicate,pair-0207,within_split
near_duplicate,pair-0193,within_split
near_duplicate,pair-0201,within_split
near_duplicate,pair-0190,within_split
near_duplicate,pair-0229,within_split
near_duplicate,pair-0216,within_split
near_duplicate,pair-0184,within_split
near_duplicate,pair-0189,within_split
near_duplicate,pair-0202,within_split
near_duplicate,pair-0217,within_split
near_duplicate,pair-0192,within_split
near_duplicate,pair-0228,within_split
near_duplicate,pair-0185,within_split
near_duplicate,pair-0191,within_split
near_duplicate,pair-0203,within_split
near_duplicate,pair-0218,within_split
near_duplicate,pair-0225,within_split
near_duplicate,pair-0187,within_split
near_duplicate,pair-0226,within_split
near_duplicate,pair-0219,within_split
near_duplicate,pair-0186,within_split
near_duplicate,pair-0224,within_split
near_duplicate,pair-0327,within_split
near_duplicate,pair-0309,within_split
near_duplicate,pair-0329,within_split
near_duplicate,pair-0332,within_split
near_duplicate,pair-0321,within_split
near_duplicate,pair-0300,within_split
near_duplicate,pair-0325,within_split
near_duplicate,pair-0322,within_split
near_duplicate,pair-0304,within_split
near_duplicate,pair-0306,within_split
near_duplicate,pair-0308,within_split
near_duplicate,pair-0310,within_split
near_duplicate,pair-0307,within_split
near_duplicate,pair-0294,within_split
near_duplicate,pair-0284,within_split
near_duplicate,pair-0320,within_split
near_duplicate,pair-0333,within_split
near_duplicate,pair-0326,within_split
near_duplicate,pair-0330,within_split
near_duplicate,pair-0277,within_split
near_duplicate,pair-0328,within_split
near_duplicate,pair-0278,within_split
near_duplicate,pair-0279,within_split
near_duplicate,pair-0323,within_split
near_duplicate,pair-0295,within_split
near_duplicate,pair-0305,within_split
near_duplicate,pair-0301,within_split
near_duplicate,pair-0272,within_split
near_duplicate,pair-0324,within_split
near_duplicate,pair-0275,within_split
near_duplicate,pair-0318,within_split
near_duplicate,pair-0276,within_split
near_duplicate,pair-0274,within_split
near_duplicate,pair-0338,within_split
near_duplicate,pair-0282,within_split
near_duplicate,pair-0291,within_split
near_duplicate,pair-0344,within_split
near_duplicate,pair-0273,within_split
near_duplicate,pair-0297,within_split
near_duplicate,pair-0341,within_split
near_duplicate,pair-0303,within_split
near_duplicate,pair-0296,within_split
near_duplicate,pair-0302,within_split
near_duplicate,pair-0348,within_split
near_duplicate,pair-0334,within_split
near_duplicate,pair-0280,within_split
near_duplicate,pair-0289,within_split
near_duplicate,pair-0340,within_split
near_duplicate,pair-0281,within_split
near_duplicate,pair-0346,within_split
near_duplicate,pair-0347,within_split
near_duplicate,pair-0292,within_split
near_duplicate,pair-0286,within_split
near_duplicate,pair-0319,within_split
near_duplicate,pair-0287,within_split
near_duplicate,pair-0298,within_split
near_duplicate,pair-0312,within_split
near_duplicate,pair-0290,within_split
near_duplicate,pair-0315,within_split
near_duplicate,pair-0285,within_split
near_duplicate,pair-0356,within_split
near_duplicate,pair-0352,within_split
near_duplicate,pair-0349,within_split
near_duplicate,pair-0342,within_split
near_duplicate,pair-0311,within_split
near_duplicate,pair-0313,within_split
near_duplicate,pair-0314,within_split
near_duplicate,pair-0299,within_split
near_duplicate,pair-0353,within_split
near_duplicate,pair-0293,within_split
near_duplicate,pair-0337,within_split
near_duplicate,pair-0335,within_split
near_duplicate,pair-0288,within_split
near_duplicate,pair-0316,within_split
near_duplicate,pair-0345,within_split
near_duplicate,pair-0283,within_split
near_duplicate,pair-0331,within_split
near_duplicate,pair-0271,within_split
near_duplicate,pair-0357,within_split
near_duplicate,pair-0336,within_split
near_duplicate,pair-0343,within_split
near_duplicate,pair-0358,within_split
near_duplicate,pair-0355,within_split
near_duplicate,pair-0317,within_split
near_duplicate,pair-0339,within_split
near_duplicate,pair-0354,within_split
near_duplicate,pair-0350,within_split
near_duplicate,pair-0351,within_split
near_duplicate,pair-0421,within_split
near_duplicate,pair-0452,within_split
near_duplicate,pair-0396,within_split
near_duplicate,pair-0390,within_split
near_duplicate,pair-0418,within_split
near_duplicate,pair-0450,within_split
near_duplicate,pair-0442,within_split
near_duplicate,pair-0441,within_split
near_duplicate,pair-0430,within_split
near_duplicate,pair-0429,within_split
near_duplicate,pair-0394,within_split
near_duplicate,pair-0479,within_split
near_duplicate,pair-0440,within_split
near_duplicate,pair-0431,within_split
near_duplicate,pair-0427,within_split
near_duplicate,pair-0397,within_split
near_duplicate,pair-0426,within_split
near_duplicate,pair-0443,within_split
near_duplicate,pair-0436,within_split
near_duplicate,pair-0449,within_split
near_duplicate,pair-0473,within_split
near_duplicate,pair-0471,within_split
near_duplicate,pair-0439,within_split
near_duplicate,pair-0447,within_split
near_duplicate,pair-0415,within_split
near_duplicate,pair-0422,within_split
near_duplicate,pair-0457,within_split
near_duplicate,pair-0480,within_split
near_duplicate,pair-0392,within_split
near_duplicate,pair-0458,within_split
near_duplicate,pair-0423,within_split
near_duplicate,pair-0414,within_split
near_duplicate,pair-0438,within_split
near_duplicate,pair-0463,within_split
near_duplicate,pair-0446,within_split
near_duplicate,pair-0451,within_split
near_duplicate,pair-0466,within_split
near_duplicate,pair-0399,within_split
near_duplicate,pair-0456,within_split
near_duplicate,pair-0398,within_split
near_duplicate,pair-0400,within_split
near_duplicate,pair-0459,within_split
near_duplicate,pair-0404,within_split
near_duplicate,pair-0472,within_split
near_duplicate,pair-0487,within_split
near_duplicate,pair-0407,within_split
near_duplicate,pair-0460,within_split
near_duplicate,pair-0416,within_split
near_duplicate,pair-0405,within_split
near_duplicate,pair-0453,within_split
near_duplicate,pair-0434,within_split
near_duplicate,pair-0445,within_split
near_duplicate,pair-0428,within_split
near_duplicate,pair-0393,within_split
near_duplicate,pair-0433,within_split
near_duplicate,pair-0424,within_split
near_duplicate,pair-0406,within_split
near_duplicate,pair-0435,within_split
near_duplicate,pair-0391,within_split
near_duplicate,pair-0474,within_split
near_duplicate,pair-0454,within_split
near_duplicate,pair-0401,within_split
near_duplicate,pair-0425,within_split
near_duplicate,pair-0488,within_split
near_duplicate,pair-0477,within_split
near_duplicate,pair-0395,within_split
near_duplicate,pair-0432,within_split
near_duplicate,pair-0448,within_split
near_duplicate,pair-0417,within_split
near_duplicate,pair-0402,within_split
near_duplicate,pair-0491,within_split
near_duplicate,pair-0490,within_split
near_duplicate,pair-0469,within_split
near_duplicate,pair-0478,within_split
near_duplicate,pair-0403,within_split
near_duplicate,pair-0420,within_split
near_duplicate,pair-0465,within_split
near_duplicate,pair-0492,within_split
near_duplicate,pair-0485,within_split
near_duplicate,pair-0412,within_split
near_duplicate,pair-0437,within_split
near_duplicate,pair-0411,within_split
near_duplicate,pair-0419,within_split
near_duplicate,pair-0468,within_split
near_duplicate,pair-0409,within_split
near_duplicate,pair-0484,within_split
near_duplicate,pair-0410,within_split
near_duplicate,pair-0470,within_split
near_duplicate,pair-0408,within_split
near_duplicate,pair-0455,within_split
near_duplicate,pair-0493,within_split
near_duplicate,pair-0413,within_split
near_duplicate,pair-0483,within_split
near_duplicate,pair-0476,within_split
near_duplicate,pair-0462,within_split
near_duplicate,pair-0461,within_split
near_duplicate,pair-0482,within_split
near_duplicate,pair-0481,within_split
near_duplicate,pair-0467,within_split
near_duplicate,pair-0475,within_split
near_duplicate,pair-0486,within_split
near_duplicate,pair-0444,within_split
near_duplicate,pair-0464,within_split
near_duplicate,pair-0489,within_split
