pair_id,image_a,image_b,exact_duplicate,pixel_duplicate,perceptual_distance,split_a,split_b,cross_split,annotation_class_jaccard,annotation_object_count_agreement,thumbnail_raw_mae,thumbnail_intensity_correlation,thumbnail_normalized_mae,recommended_decision,review_status,priority_rank
pair-0080,88.jpg,335.jpg,False,False,1,test,train,True,1.0,True,0.20187940410539218,0.9768750496177099,0.15615904198109798,pending_review,pending_review,57
pair-0097,706.jpg,718.jpg,False,False,1,validation,test,True,1.0,True,0.007374004289215686,0.967118946727146,0.08989107829923496,pending_review,pending_review,58
pair-0077,81.jpg,135.jpg,False,False,1,test,validation,True,1.0,True,0.20678998161764706,0.9450254579427971,0.23652905417477887,pending_review,pending_review,59
pair-0078,81.jpg,319.jpg,False,False,1,test,validation,True,1.0,True,0.20676317401960786,0.944961319488581,0.2366877052183979,pending_review,pending_review,60
pair-0086,205.jpg,801.jpg,False,False,1,validation,train,True,0.5,False,0.1430252374387255,0.9339973954429425,0.2851127320780148,pending_review,pending_review,61
pair-0164,432.jpg,490.jpg,False,False,2,test,train,True,1.0,True,0.0004384957107843136,0.9999873960582406,0.0021261122361212097,pending_review,pending_review,62
pair-0166,457.jpg,918.jpg,False,False,2,test,validation,True,1.0,True,0.1685690487132353,0.9998662045528445,0.013122422505028401,pending_review,pending_review,63
pair-0162,388.jpg,889.jpg,False,False,2,test,train,True,1.0,True,0.006177236519607842,0.9997616625307536,0.015155747360383089,pending_review,pending_review,64
pair-0145,71.jpg,1035.jpg,False,False,2,test,train,True,1.0,True,0.2124435125612745,0.9996466747118616,0.017768755608451575,pending_review,pending_review,65
pair-0167,476.jpg,925.jpg,False,False,2,test,train,True,1.0,True,0.11411994485294119,0.999340375125813,0.02916121528877204,pending_review,pending_review,66
pair-0173,689.jpg,1022.jpg,False,False,2,test,train,True,1.0,False,0.1161276424632353,0.9987041371532605,0.03371001215815029,pending_review,pending_review,67
pair-0169,544.jpg,953.jpg,False,False,2,train,validation,True,1.0,True,0.20453048406862745,0.9986331079271916,0.04103227040762752,pending_review,pending_review,68
pair-0146,88.jpg,137.jpg,False,False,2,test,train,True,1.0,True,0.039486634497549015,0.9985527758861857,0.028140585629222597,pending_review,pending_review,69
pair-0151,143.jpg,366.jpg,False,False,2,validation,train,True,1.0,True,0.0219937193627451,0.9980716487050132,0.04293361356787044,pending_review,pending_review,70
pair-0147,88.jpg,763.jpg,False,False,2,test,train,True,1.0,True,0.24951746323529414,0.9972598483577076,0.046801295142094725,pending_review,pending_review,71
pair-0149,102.jpg,274.jpg,False,False,2,train,test,True,1.0,True,0.016420611213235292,0.9967870850368216,0.042078885669507446,pending_review,pending_review,72
pair-0159,258.jpg,296.jpg,False,False,2,train,test,True,1.0,True,0.07523169424019607,0.9965272503383703,0.04842896663107102,pending_review,pending_review,73
pair-0160,343.jpg,445.jpg,False,False,2,train,validation,True,1.0,True,0.06148322610294118,0.9963783210687761,0.046472333751903724,pending_review,pending_review,74
pair-0150,143.jpg,352.jpg,False,False,2,validation,train,True,1.0,True,0.022945389093137255,0.9958962008387175,0.04742413737345319,pending_review,pending_review,75
pair-0165,445.jpg,466.jpg,False,False,2,validation,train,True,1.0,True,0.0035204120710784327,0.9916684666138369,0.03277923700516623,pending_review,pending_review,76
pair-0171,613.jpg,983.jpg,False,False,2,validation,train,True,1.0,True,0.5259172028186274,0.9908345448559529,0.0974511835632795,pending_review,pending_review,77
pair-0143,33.jpg,348.jpg,False,False,2,train,validation,True,1.0,True,0.07133214613970588,0.9894341893868709,0.09773958087135781,pending_review,pending_review,78
pair-0157,233.jpg,348.jpg,False,False,2,test,validation,True,1.0,True,0.07142022824754901,0.9894301488839358,0.09763495564594177,pending_review,pending_review,79
pair-0175,821.jpg,831.jpg,False,False,2,train,validation,True,1.0,True,0.06961358762254902,0.9886800084163299,0.10350207667302266,pending_review,pending_review,80
pair-0152,143.jpg,872.jpg,False,False,2,validation,train,True,1.0,True,0.22986270680147064,0.9879485992088239,0.08043963754586936,pending_review,pending_review,81
pair-0156,187.jpg,821.jpg,False,False,2,validation,train,True,1.0,True,0.0697619868259804,0.9871620759688792,0.10991856995717306,pending_review,pending_review,82
pair-0163,400.jpg,956.jpg,False,False,2,train,validation,True,1.0,False,0.03893420649509804,0.9770607950048553,0.10292701937084009,pending_review,pending_review,83
pair-0142,13.jpg,761.jpg,False,False,2,test,train,True,1.0,True,0.0857565487132353,0.9721460792685575,0.20754465710457115,pending_review,pending_review,84
pair-0158,234.jpg,256.jpg,False,False,2,test,train,True,1.0,False,0.0026328890931372534,0.9653336525724076,0.08927266913677985,pending_review,pending_review,85
pair-0148,96.jpg,804.jpg,False,False,2,validation,train,True,1.0,True,0.30224609375,0.9325834747642637,0.2592233434781744,pending_review,pending_review,86
pair-0170,551.jpg,956.jpg,False,False,2,test,validation,True,1.0,True,0.2391027113970588,0.9244429524546052,0.309455295644396,pending_review,pending_review,87
pair-0161,384.jpg,887.jpg,False,False,2,train,test,True,1.0,True,0.24159294577205884,0.9237369039050588,0.2866113267611502,pending_review,pending_review,88
pair-0168,540.jpg,951.jpg,False,False,2,validation,train,True,1.0,True,0.3298655790441176,0.8827434810333742,0.411119540395776,pending_review,pending_review,89
pair-0155,174.jpg,567.jpg,False,False,2,train,validation,True,1.0,True,0.01216873468137255,0.8784835020200592,0.1803956720434715,pending_review,pending_review,90
pair-0172,631.jpg,846.jpg,False,False,2,train,validation,True,1.0,True,0.28361098345588237,0.6655186439337449,0.6454628073406086,pending_review,pending_review,91
pair-0154,151.jpg,846.jpg,False,False,2,train,validation,True,0.0,True,0.25433134191176465,0.4893894120733456,0.845128074635716,pending_review,pending_review,92
pair-0174,766.jpg,846.jpg,False,False,2,train,validation,True,0.0,False,0.12944431678921567,0.4522609427698206,0.8169518640921255,pending_review,pending_review,93
pair-0153,144.jpg,846.jpg,False,False,2,train,validation,True,0.0,False,0.32211148131127454,0.3451193098062569,0.9183301500351525,pending_review,pending_review,94
pair-0176,846.jpg,937.jpg,False,False,2,validation,train,True,0.0,True,0.2008578431372549,0.23470835897878822,0.9403846953067663,pending_review,pending_review,95
pair-0144,67.jpg,973.jpg,False,False,2,test,train,True,1.0,True,0.1905340456495098,0.20544661467902464,0.9436336793417046,pending_review,pending_review,96
pair-0235,88.jpg,832.jpg,False,False,3,test,train,True,1.0,True,0.09327799479166668,0.9996351774500828,0.02093282124318754,pending_review,pending_review,97
pair-0254,311.jpg,851.jpg,False,False,3,train,validation,True,1.0,False,0.10947744332107845,0.9995931000020614,0.020666952123413643,pending_review,pending_review,98
pair-0255,328.jpg,851.jpg,False,False,3,train,validation,True,1.0,False,0.10958850337009805,0.9995747845568921,0.02117563633948775,pending_review,pending_review,99
pair-0238,101.jpg,745.jpg,False,False,3,train,validation,True,1.0,True,0.2175896139705883,0.9991081025665699,0.02959029838637081,pending_review,pending_review,100
pair-0237,96.jpg,210.jpg,False,False,3,validation,train,True,1.0,True,0.05120729932598039,0.9985896046385871,0.026430197710657275,pending_review,pending_review,101
pair-0250,245.jpg,796.jpg,False,False,3,validation,train,True,1.0,True,0.3577531403186275,0.998217403306369,0.03811261618972926,pending_review,pending_review,102
pair-0270,851.jpg,860.jpg,False,False,3,validation,train,True,1.0,True,0.14593003216911765,0.9978853256323097,0.03173655379569719,pending_review,pending_review,103
pair-0265,687.jpg,1020.jpg,False,False,3,validation,train,True,1.0,True,0.17457490808823534,0.9977166702453628,0.042830055082001675,pending_review,pending_review,104
pair-0230,8.jpg,1055.jpg,False,False,3,train,test,True,1.0,True,0.2772518382352941,0.9971339171965428,0.055705309267103625,pending_review,pending_review,105
pair-0234,80.jpg,139.jpg,False,False,3,validation,train,True,1.0,True,0.2581705729166667,0.9939899961139985,0.059734238201766494,pending_review,pending_review,106
pair-0245,182.jpg,789.jpg,False,False,3,validation,train,True,1.0,True,0.02262274050245098,0.9923492032888118,0.11124378253196919,pending_review,pending_review,107
pair-0260,445.jpg,924.jpg,False,False,3,validation,train,True,1.0,True,0.25380284926470587,0.9896611705551447,0.05099011573923307,pending_review,pending_review,108
pair-0236,93.jpg,197.jpg,False,False,3,test,train,True,1.0,True,0.20381338082107847,0.9867369518638691,0.11386649687074438,pending_review,pending_review,109
pair-0241,141.jpg,197.jpg,False,False,3,test,train,True,1.0,True,0.2039905024509804,0.9867362201091988,0.11383717630515663,pending_review,pending_review,110
pair-0256,340.jpg,866.jpg,False,False,3,train,validation,True,1.0,True,0.13388576133578428,0.9828117305531443,0.16126133423336006,pending_review,pending_review,111
pair-0246,196.jpg,245.jpg,False,False,3,test,validation,True,1.0,True,0.001815257352941176,0.9823916843555266,0.03864312779279849,pending_review,pending_review,112
pair-0232,31.jpg,245.jpg,False,False,3,train,validation,True,1.0,True,0.023921951593137248,0.9803008631194199,0.04443632660940519,pending_review,pending_review,113
pair-0231,13.jpg,472.jpg,False,False,3,test,train,True,1.0,False,0.180450559129902,0.9632330852660564,0.1970970240477212,pending_review,pending_review,114
pair-0249,245.jpg,249.jpg,False,False,3,validation,train,True,1.0,True,0.2972857306985293,0.9604879067738347,0.13012899102876174,pending_review,pending_review,115
pair-0247,234.jpg,827.jpg,False,False,3,test,train,True,1.0,False,0.22822744332107847,0.9594898492731898,0.16892152354827877,pending_review,pending_review,116
pair-0239,109.jpg,445.jpg,False,False,3,train,validation,True,1.0,True,0.01495672487745098,0.9536598788776435,0.11237643022413549,pending_review,pending_review,117
pair-0248,238.jpg,831.jpg,False,False,3,test,validation,True,1.0,True,0.2126196767769608,0.9507621592335703,0.18368331683266498,pending_review,pending_review,118
pair-0251,263.jpg,831.jpg,False,False,3,train,validation,True,1.0,True,0.2128216911764706,0.9492006415873765,0.18434036418751548,pending_review,pending_review,119
pair-0243,152.jpg,773.jpg,False,False,3,train,test,True,1.0,True,0.29883769914215685,0.9437806287071865,0.2639457939058587,pending_review,pending_review,120
pair-0252,269.jpg,349.jpg,False,False,3,test,train,True,1.0,True,0.043102787990196074,0.9433740096592786,0.15438977018831257,pending_review,pending_review,121
pair-0259,400.jpg,543.jpg,False,False,3,train,validation,True,1.0,True,0.21052293964460783,0.9422913670039621,0.26116281014433096,pending_review,pending_review,122
pair-0240,123.jpg,758.jpg,False,False,3,validation,train,True,1.0,True,0.10040307138480392,0.9375603125154881,0.27831261816991343,pending_review,pending_review,123
pair-0266,723.jpg,1044.jpg,False,False,3,train,test,True,1.0,True,0.30599628523284306,0.9264488584445277,0.1771235053094109,pending_review,pending_review,124
pair-0261,567.jpg,872.jpg,False,False,3,validation,train,True,1.0,True,0.22881242340686275,0.9019513643632848,0.1962015385315951,pending_review,pending_review,125
pair-0257,352.jpg,567.jpg,False,False,3,train,validation,True,1.0,True,0.011679496017156862,0.8936357236719961,0.18419805811957013,pending_review,pending_review,126
pair-0258,366.jpg,567.jpg,False,False,3,train,validation,True,1.0,True,0.012343941482843136,0.883232372743351,0.18396483011162287,pending_review,pending_review,127
pair-0244,177.jpg,786.jpg,False,False,3,train,test,True,1.0,True,0.3532063802083333,0.8526056074056764,0.43063881463496667,pending_review,pending_review,128
pair-0253,284.jpg,838.jpg,False,False,3,test,train,True,1.0,True,0.33111117493872544,0.8251680209414601,0.33049877935889915,pending_review,pending_review,129
pair-0263,617.jpg,846.jpg,False,False,3,train,validation,True,0.0,True,0.12405790441176469,0.7007126590504967,0.5875212288862123,pending_review,pending_review,130
pair-0268,833.jpg,846.jpg,False,False,3,train,validation,True,0.0,False,0.19207165287990197,0.4597756194159477,0.6703816347974081,pending_review,pending_review,131
pair-0233,67.jpg,589.jpg,False,False,3,test,train,True,1.0,True,0.12413066789215686,0.20796815577158423,1.0256130143192812,pending_review,pending_review,132
pair-0267,766.jpg,863.jpg,False,False,3,train,test,True,0.0,False,0.2098843443627451,0.11164606774986835,0.8951427156372218,pending_review,pending_review,133
pair-0269,846.jpg,984.jpg,False,False,3,validation,train,True,0.0,True,0.24395584405637255,0.09387774314957387,0.8362153778736576,pending_review,pending_review,134
pair-0242,144.jpg,863.jpg,False,False,3,train,test,True,0.0,False,0.532311772365196,0.07254649756541903,0.7480078447508607,pending_review,pending_review,135
pair-0264,631.jpg,863.jpg,False,False,3,train,test,True,0.0,True,0.48252527573529413,0.017276168974046394,0.8139747199034826,pending_review,pending_review,136
pair-0262,578.jpg,1045.jpg,False,False,3,train,test,True,0.0,True,0.15079178155637254,0.013328572057898348,0.9764945371186439,pending_review,pending_review,137
pair-0378,691.jpg,1024.jpg,False,False,4,train,validation,True,1.0,True,0.3206265318627451,0.9998441861516094,0.013264044317728244,pending_review,pending_review,138
pair-0370,318.jpg,855.jpg,False,False,4,test,train,True,1.0,True,0.17844477634803924,0.999304333629718,0.02893636388932801,pending_review,pending_review,139
pair-0359,45.jpg,914.jpg,False,False,4,train,validation,True,1.0,True,0.2965638403799019,0.9987472230111121,0.03592975255427296,pending_review,pending_review,140
pair-0373,479.jpg,927.jpg,False,False,4,test,train,True,1.0,True,0.29264131433823526,0.9983366902116196,0.0405551783056448,pending_review,pending_review,141
pair-0371,330.jpg,861.jpg,False,False,4,train,validation,True,1.0,True,0.4268870634191177,0.9979930544159539,0.05094541580216544,pending_review,pending_review,142
pair-0377,674.jpg,1013.jpg,False,False,4,validation,train,True,1.0,True,0.028553921568627447,0.9946505249473107,0.07936014219115056,pending_review,pending_review,143
pair-0368,269.jpg,359.jpg,False,False,4,test,train,True,1.0,True,0.02538105085784314,0.9901640605248482,0.06453530285177328,pending_review,pending_review,144
pair-0366,196.jpg,796.jpg,False,False,4,test,train,True,1.0,True,0.3589633118872549,0.9887756519923281,0.048295103472076224,pending_review,pending_review,145
pair-0379,708.jpg,1033.jpg,False,False,4,train,validation,True,1.0,True,0.23152477787990197,0.9795029595309965,0.1101366572012824,pending_review,pending_review,146
pair-0362,76.jpg,235.jpg,False,False,4,train,validation,True,1.0,True,0.22089460784313725,0.9774437321590548,0.1804925698832413,pending_review,pending_review,147
pair-0364,96.jpg,202.jpg,False,False,4,validation,train,True,1.0,True,0.2741105621936274,0.9742163434054539,0.10723090187968692,pending_review,pending_review,148
pair-0360,48.jpg,105.jpg,False,False,4,test,train,True,1.0,True,0.10076688878676471,0.9458352086585889,0.20693743198987402,pending_review,pending_review,149
pair-0372,400.jpg,551.jpg,False,False,4,train,test,True,1.0,False,0.21100451899509803,0.9297743415314706,0.2805797215683905,pending_review,pending_review,150
pair-0361,70.jpg,582.jpg,False,False,4,validation,train,True,1.0,True,0.014559397977941178,0.9077192723550649,0.17436162460082621,pending_review,pending_review,151
pair-0363,81.jpg,785.jpg,False,False,4,test,train,True,1.0,True,0.09114583333333331,0.9073688664544357,0.376615756931798,pending_review,pending_review,152
pair-0367,221.jpg,811.jpg,False,False,4,train,test,True,1.0,True,0.3379720052083333,0.8550717832024218,0.35105493114731534,pending_review,pending_review,153
pair-0375,579.jpg,962.jpg,False,False,4,train,validation,True,1.0,True,0.1383511412377451,0.833310290644305,0.4170983501621752,pending_review,pending_review,154
pair-0383,833.jpg,865.jpg,False,False,4,train,test,True,1.0,False,0.11280254289215687,0.4686332269887771,0.4773662461944328,pending_review,pending_review,155
pair-0389,999.jpg,1007.jpg,False,False,4,test,train,True,1.0,True,0.011049517463235296,0.4203187473395344,0.26151718041854577,pending_review,pending_review,156
pair-0388,954.jpg,1007.jpg,False,False,4,validation,train,True,1.0,True,0.010139973958333333,0.3986308211022608,0.25678396864601727,pending_review,pending_review,157
pair-0374,495.jpg,661.jpg,False,False,4,train,validation,True,0.0,True,0.17097024356617646,0.3704359263933421,0.8995500748693606,pending_review,pending_review,158
pair-0365,113.jpg,661.jpg,False,False,4,train,validation,True,0.0,False,0.2735562193627451,0.13184163212066208,1.034643220445136,pending_review,pending_review,159
pair-0369,301.jpg,863.jpg,False,False,4,train,test,True,0.0,True,0.4512905943627451,0.08330193935252334,0.8319260293516135,pending_review,pending_review,160
pair-0385,846.jpg,963.jpg,False,False,4,validation,train,True,0.0,True,0.2464920343137255,0.05007038984311693,0.8355630847972919,pending_review,pending_review,161
pair-0376,617.jpg,863.jpg,False,False,4,train,test,True,0.0,True,0.26234681372549024,0.04687991538270946,0.8832982468415591,pending_review,pending_review,162
pair-0380,750.jpg,764.jpg,False,False,4,train,test,True,0.5,False,0.6809656479779411,0.002626142477389321,0.801367211379604,pending_review,pending_review,163
pair-0381,750.jpg,863.jpg,False,False,4,train,test,True,0.0,True,0.010098805147058824,-0.005786279963842599,0.2801957206295025,pending_review,pending_review,164
pair-0387,863.jpg,984.jpg,False,False,4,test,train,True,0.0,True,0.007307942708333333,-0.014328218699126814,0.2851115470437504,pending_review,pending_review,165
pair-0386,846.jpg,1008.jpg,False,False,4,validation,train,True,1.0,True,0.2481464460784314,-0.027692604566440553,0.8349967004125955,pending_review,pending_review,166
pair-0382,833.jpg,863.jpg,False,False,4,train,test,True,0.0,False,0.10009478400735294,-0.05145901143032638,0.8250020742115283,pending_review,pending_review,167
pair-0384,837.jpg,846.jpg,False,False,4,train,validation,True,0.0,True,0.3748161764705883,-0.08193377006643597,1.0521324444905544,pending_review,pending_review,168
pair-0035,6.jpg,98.jpg,False,False,0,train,train,False,1.0,True,0.00041934742647058815,0.9999872814695541,0.0018640056556094129,pending_review,pending_review,169
pair-0041,93.jpg,141.jpg,False,False,0,test,test,False,1.0,True,0.0004681755514705882,0.999975867502599,0.0031140188311669253,pending_review,pending_review,170
pair-0045,135.jpg,319.jpg,False,False,0,validation,validation,False,1.0,True,0.0005687040441176469,0.9999698026219805,0.0031056116213424015,pending_review,pending_review,171
pair-0074,712.jpg,1037.jpg,False,False,0,train,train,False,1.0,True,0.0031556372549019604,0.9999577588912631,0.0063819928637784615,pending_review,pending_review,172
pair-0056,311.jpg,328.jpg,False,False,0,train,train,False,1.0,True,0.0004097732843137262,0.9999368446991944,0.004681848720685479,pending_review,pending_review,173
pair-0059,320.jpg,361.jpg,False,False,0,train,train,False,1.0,True,0.0007429534313725493,0.999906864177035,0.006652871083338387,pending_review,pending_review,174
pair-0061,341.jpg,361.jpg,False,False,0,train,train,False,1.0,True,0.0007716758578431377,0.9999037927176004,0.006507159735632734,pending_review,pending_review,175
pair-0058,320.jpg,341.jpg,False,False,0,train,train,False,1.0,True,0.0007965686274509807,0.99989990163763,0.006777565844552729,pending_review,pending_review,176
pair-0072,632.jpg,994.jpg,False,False,0,train,train,False,1.0,True,0.06316157322303922,0.9998570067404803,0.012107581210125873,pending_review,pending_review,177
pair-0066,456.jpg,917.jpg,False,False,0,train,train,False,1.0,True,0.3943416819852941,0.9998090422622746,0.015764354702974718,pending_review,pending_review,178
pair-0064,402.jpg,568.jpg,False,False,0,train,train,False,1.0,True,0.0016457950367647057,0.9997762496205911,0.01402336471896926,pending_review,pending_review,179
pair-0067,460.jpg,568.jpg,False,False,0,train,train,False,1.0,True,0.046440333946078424,0.9997679394651995,0.01523159311305225,pending_review,pending_review,180
pair-0062,370.jpg,881.jpg,False,False,0,test,test,False,1.0,True,0.32403396905637255,0.9997304711648591,0.01911725465156075,pending_review,pending_review,181
