source_image_id,filename,extension,file_size_bytes,sha256,decoded_width,decoded_height,image_mode,decoding_succeeded,decoding_error,number_of_annotated_objects,official_split,xml_width,xml_height,xml_dimensions_match,pixel_sha256,dhash64
37,37.jpg,.jpg,114912,60990b80560fc21f045f41403b928c81bc88468aec6e1e3024c1539bd44ca0c8,1024,1024,RGB,True,,2,train,1024,1024,True,348eb1af125f7ea2a9ec1610381fe5fb8f41ea0272afc6672c05dbbee80ec1a2,ccecf0707272470f
38,38.jpg,.jpg,79296,11f9553a678091f719e96cb57f5dca2d5681be23fbd539cec8c5dbf2731add3e,1024,1024,RGB,True,,1,train,1024,1024,True,dbcc7f0ea1225c8fd9bf06f12df355420813282ecc5c9d784ecdeaf9d2084d0f,c1c081c3c3cf1f1f
39,39.jpg,.jpg,81903,a6d8b79c2f81c45f6364dc660e79d07f09dff6c7ab2be42986900c9c6b2bf87f,1024,1024,RGB,True,,1,train,1024,1024,True,ba4c3145613e4062957a671618e2c6d6b1f065615398185b7edec793d5d0479a,7b7d77373f3b3b9b
40,40.jpg,.jpg,74361,191fc8b7f81a1517a9e28e0e3ef9f25e436d5074bfa3e007828703627fbd826f,1024,1024,RGB,True,,1,train,1024,1024,True,02700c66779a5b99a4b6a1ff7179453c3f31e8eb66fd6368871bcd6fa9be53d1,3f7f3f8f4f3f9504
41,41.jpg,.jpg,105197,680221bfdd02ec8208d76e0f5bd7d6253cadc611ea11e228449075a0215f82ad,1024,1024,RGB,True,,1,train,1024,1024,True,c018df4d7aef2d4bdf60cfcdd05ceab79d8ff52dc93902549bd9eb727b33edbc,b39d67fbffffff5b
42,42.jpg,.jpg,91073,33ead05e0aa5c7b258ae8ed0c1d8ea234dc2ee14de452da2698d06c5a3739001,1024,1024,RGB,True,,3,train,1024,1024,True,0f8dc3d5d8e85a9fe7e01acf9eca084b1432f76cf5291b25c32f5cbd46858f2c,014d9f360c0d090f
43,43.jpg,.jpg,112190,4b175d68fb1ebe6ab81e76220e4f2b9d059911154c795b0fc7f4047287ce99f8,1024,1024,RGB,True,,2,train,1024,1024,True,dd9ffab6fddeb5f163921f06616b12445c3b94075fa6e91d09c10e9f5109aaaf,c0c0c1c347878f8f
44,44.jpg,.jpg,44234,04dece1cda54af3b9873a788cb1c2d9dc41b95a71f2047b29cca5c9a68cc5755,1024,1024,RGB,True,,1,train,1024,1024,True,1707a022794e3426dd0e25424db92ff2d8ed124f51d6bf510052768c6c4f08d1,1f3f7fffe0e08103
45,45.jpg,.jpg,29596,8206223b5b212be6bd3b380c31aadea9d64fdb60d0a1e024c95c42ec1d668503,1024,1024,RGB,True,,2,train,1024,1024,True,163d12d057c9806324d3893facd508064ea2338e39351ead4201ec7bcd55f1cf,0303073c70c10303
46,46.jpg,.jpg,88815,d543951cbf574ec2ee58facd129d6c1f27b874f7810a9b2a2e4d1603541646f4,1024,1024,RGB,True,,2,test,1024,1024,True,4a28c076ed49a1168a86edb0894e06abd49c08c9a464913bf2ab92412ffc6e68,d1f0c00004c0f0f0
47,47.jpg,.jpg,170413,06910a6c6ed2e47d26d9190f02d22b7038140b91edee6017e78b95570e061c4a,1024,1024,RGB,True,,3,train,1024,1024,True,d7178a7363ed0a7c4e62e5bdf7ac3700d4d1990d54207a5c14c3010d5a6eb403,bf9fdf6771f0b87e
48,48.jpg,.jpg,103281,f97a28e29b915b4e6c2ab8888d4e4e740c7c2f64ebcf9fe703ad3deae44f79a7,1024,1024,RGB,True,,1,test,1024,1024,True,b14188ac5292ef764d8b191870267232c2c98d946a8401f32e4771610f7795dd,0f0f87e3f1381c0e
49,49.jpg,.jpg,62885,a4e898bb773b14ece1e4db2b2f67328f4cfd033ba8450d4833d4d601e8cb91b9,1024,1024,RGB,True,,1,train,1024,1024,True,142c6aba97b036f1982d1c4d526ce59cffd061516562975ac13c790effe694e1,43c6901a46e21000
50,50.jpg,.jpg,65577,60717bb7b5b1d5d336b0d5f188e783e2ad887f488250b416d7c11be9b2b971b2,1024,1024,RGB,True,,3,train,1024,1024,True,99edffd0ef51081bbe52aff392642945c55d9e90a93b90718e6cd12a3587b40f,470d0693c7476f0f
51,51.jpg,.jpg,70832,93e90d2521db86ae1781cdcde46071c573d31ba3e6dce7a481e44b1cdab20f75,1024,1024,RGB,True,,2,test,1024,1024,True,355eca97e0e23f6f0424d3890c3f15efd843ad94e4f1387a3278d7a24358ebd2,981a3a3a79f1f1f0
52,52.jpg,.jpg,76526,fa5a91aa3c842464cc5ed767ad6578859fd35f321e9f4be2eb6ef629eace16c5,1024,1024,RGB,True,,1,train,1024,1024,True,55dcf95576f56b569be9e898ae3378393019d3d87f78ec9a99e21ab2bbbdf1c7,2f27676747474f0f
53,53.jpg,.jpg,41947,d4d674a47bc1e4549297e3ed197b5ead5454b2b53e3944df64166f92be08fefe,1024,1024,RGB,True,,1,train,1024,1024,True,270cd5057b9a986ecdd1f2060026e1be478d9a5ab6b994aa7db18d11ce0925b4,06a73330b0d41612
54,54.jpg,.jpg,90332,5183b3986ea2067c566d5a777d788750dd0f762e3dd051606d3a0bcd168b9d27,1024,1024,RGB,True,,2,test,1024,1024,True,ca136811e041b663f831a5e62fc2256314f1831ef5fbeb656fc7bcb8df3d7204,1313d1c3c2c60404
55,55.jpg,.jpg,29559,a83701eb9a76665cd3e45c6200d457d6795bf8a474513505dcdc4562b264be35,1024,1024,RGB,True,,1,validation,1024,1024,True,0b8bd8f92762f568ea41efe9aa7adad2200ae554bba00cd4bfbc3bde018e4bd4,0301000088dcfc77
56,56.jpg,.jpg,75021,f5fba4ed668226386b0f519c8550aa26e382a8a39b3254a730692d382f976055,1024,1024,RGB,True,,4,train,1024,1024,True,70e477819a519d5f3f3b7d3463285d76faf7ac3538c02f5fdfc7f6f6cf668b27,6777f3f9d89d9c9c
57,57.jpg,.jpg,110859,69cbcbfc0f4fd6a06e9bf33161bb147cf5e66c5097307bb8920d9cbee53aa82b,1024,1024,RGB,True,,2,test,1024,1024,True,b1c34ce32241f2e978688c26c84ec658cec3c907fc3aebfa4cceccf6b35ce061,f9f81cdccfffec1c
58,58.jpg,.jpg,44886,cd6355ac9e90a33056a2a4eb327e762ee1349d4c7f99343de90365f8094e913b,1024,1024,RGB,True,,1,train,1024,1024,True,a85b40bec96d5366eba934b5f7af765c503a67992e7c280916cb38a1965c86f5,1b1c0c0604000000
59,59.jpg,.jpg,50165,760c65bbc066a994e15fd3f3b04fc4a4d63029016ce0f1f6e4cfba28eb1aa1ef,1024,1024,RGB,True,,1,validation,1024,1024,True,b34d9d08372eeb147f6e7ca2e50b6b1a6a1ae63ab5e8a338bb732c0b0927df62,8b8fbc7c785a1a0a
60,60.jpg,.jpg,90956,1580d16805bdd2b85c3021d4ce1083357db0dbef1a812452632fe92470c8c229,1024,1024,RGB,True,,2,validation,1024,1024,True,9acb8b2c6d100648e50d3f0ab1a6b9c3d6189f312bb9d0bf0716e0520ecfa3d9,3e7a7a7aba8edcdc
61,61.jpg,.jpg,127426,3502f5974d65f158802582844b7ecad792d685543b8e9d820317bf08918cd3ca,1024,1024,RGB,True,,3,test,1024,1024,True,6d30a0ff3cc3ebf817a097a44af4fc09fd0074e9c1124d94123fc0e39984d362,9e9ec7e1f0f070f8
62,62.jpg,.jpg,91914,1480a69bd1ad9fa3a5bf3777e9e1a57abb3b70b88c4ee67c90e6cc11e12dbffa,1024,1024,RGB,True,,2,validation,1024,1024,True,8f4e8843e3abda8d78502e6e2b331ce21cb24ab7a75045a075f594bce11c6e66,fefe7ee2e2f4fc10
63,63.jpg,.jpg,63052,7ff936a5b77b340ed59fc6a3e2d1fa88fd86fb86c134149f1914874dbf9772ed,1024,1024,RGB,True,,2,train,1024,1024,True,3349720425e2d3e6041d17494b1f9f2dab826f1dee1e9eef22f91b4b9e824044,86878787c7cfdf0e
64,64.jpg,.jpg,44007,78069012304cebf3c6e5a5875a734a2ec1c4f2499f037b3434c5670b3f5b8d55,1024,1024,RGB,True,,1,train,1024,1024,True,8e7245df786edd9fefa0f23e9daab5cf7430ec5f99b8937457b2f8d3de8410c0,e4e0f0f070f06060
65,65.jpg,.jpg,38932,8ff2983284bffe8a8d3cf9b912d5bf813b220b48f869560ac9893affc86898d7,1024,1024,RGB,True,,1,test,1024,1024,True,6f000ee6ec19e356040a124d2fccb2aa1212e1c81e9005100df274dcf87d57b3,b33333636341c1c1
66,66.jpg,.jpg,37771,8ce21311247ac2749accea15751084ac4f53481b547f65fb791cb6acd023246a,1024,1024,RGB,True,,2,train,1024,1024,True,eb5fcb252df0c148bd6754054ad32ebc8adcb39a19209f2029d783e71f2d837b,d6397de531cdc0c6
67,67.jpg,.jpg,129470,4a4a7ee8f01d53cb473f61fcf0f334af32dad86c78b034ee7ba02592c647565c,1024,1024,RGB,True,,1,test,1024,1024,True,06a0370a4714d4c36744933fb486e2817bdbecb7bd6ef43fd95727cf6822fb88,0003030301010001
68,68.jpg,.jpg,78624,fcdc3ac634500b63b9217aceedaf4435beb08854115c130b5d7b31c28d64f5cc,1024,1024,RGB,True,,2,train,1024,1024,True,f11dc2106dcd0510bbeaf5a3d239f0fec28b804a683dbae493ca0b69c228847a,dddf9dbcbc3c7475
69,69.jpg,.jpg,68882,a2bc9d418b9d4304aee4cad2a7f90ced432644ee3f4257f233f1379f0acc1e7c,1024,1024,RGB,True,,2,validation,1024,1024,True,25531fb027c891574196267345d807d6ef3f9182eaa55f1065662bf647e40d22,e1e7e6efce9e9caf
70,70.jpg,.jpg,39782,75c138f4c56a177242d0863c1500b1c04d167b7ff051cb096aedfa0b748ce39e,1024,1024,RGB,True,,2,validation,1024,1024,True,5a691c7ef002cb3fac1e12c283b1f832f65b3a0acd11357c998a83391ff2a5e7,103858da18181818
71,71.jpg,.jpg,46783,75bbbaa02951587dd92e6ba49a30ff4afbe5c2163c7ed666b7197a89504eac73,1024,1024,RGB,True,,1,test,1024,1024,True,78b35476edc0c998902230b5caa36d7a44f38cda58df2ae856d7904a7803f160,e078b8d4f2713e1f
72,72.jpg,.jpg,48592,4489afe5514093241e4f31a610299db842ad6085f3c8e75089b009a8c63a4789,1024,1024,RGB,True,,1,validation,1024,1024,True,6691de1ff11fe55be6c510b3830b9652e024f69221023cd934f339e51ca6bd51,eeef6d6565ac8c8c
73,73.jpg,.jpg,100383,ced7416a8431908bb14ae30b09631e9d35ffac896bfdeb70380223cc31efb612,1024,1024,RGB,True,,1,test,1024,1024,True,8a8219fef5d857cfe39b3cc50974d48d981c8bca159244e55d5a9d27a5506b89,afeed919189a0e0c
74,74.jpg,.jpg,31515,3f65bdbcf604440e13f02b08b95dafecb3b7d64720de8dc01dd6c81c917d0609,1024,1024,RGB,True,,1,train,1024,1024,True,6fbbe81bbe1e72d2aa2e0362cbe390d728607593c948e6adb6ca230a6fc6f6cf,85ff3f0a0c181000
75,75.jpg,.jpg,82629,a6756addf0231053f260dc7bd275e6a305ef1391be25a8845e8c220115bc5e83,1024,1024,RGB,True,,2,train,1024,1024,True,088050976d9c653ec942be87643c0f8df30fcb019ba79dc5182fdbe5a2ccae2e,47271f370f838280
76,76.jpg,.jpg,75897,6d4a37f95931ecbac9017530205931871ca5550a221e9fa80136dbe83165676a,1024,1024,RGB,True,,1,train,1024,1024,True,8b757bb96a1ed7ccfaa80de08cd163c9232ec700bc246d690b9ec596c30bca95,1f83e7f37c3e3f7b
77,77.jpg,.jpg,65594,5641b75867b1f87dc941b3707af52756271c78dd3d400db589a9a28233eced88,1024,1024,RGB,True,,1,validation,1024,1024,True,f250cee01529a609b2447ae9576bd34925c8a5cbd1f13f95c3f9c18cd1d4be2d,70e0c0c18b1f1e3d
78,78.jpg,.jpg,28215,41b35569a3cd536441a1a7a86bfcbb030f9ecc1f07cd7bebb94f55fb668e264b,1024,1024,RGB,True,,1,train,1024,1024,True,d1ac458d9cca6e1db6b48b7ff30df514dd140dd948359d1a4188bc3f85099faf,0010301010101010
79,79.jpg,.jpg,246030,e89e39b37b6149d6c018f0b8963b5ceb513d6cfc4d0bc58bff8862f1cf51efc6,1024,1024,RGB,True,,1,train,1024,1024,True,4fc29ec4a26882ecb1017f7e943df62d8caa9210d56855cb58416464ef367eac,8fced919589a1614
80,80.jpg,.jpg,202808,d9d1aae71b6672ad1ae24583fb23719cf55746517e13c5cebf9dd9ef399b5c35,1024,1024,RGB,True,,3,validation,1024,1024,True,7fa176ddc7793d86bb850476431f55cb670148f281f35f472fd80fc0d90e5303,bf9fdf6771f0f87e
81,81.jpg,.jpg,83692,8a53be32556a362c61806790f817e79bb97116cde009d17d403ee783671033d8,1024,1024,RGB,True,,3,test,1024,1024,True,6756a982d1bfc795eab9d9c24688531bc1143fed8f1c78d989c2c6d2afbae122,1f8fc7e3d1dcfe3e
82,82.jpg,.jpg,37750,738a178e8f2873606fa2bfcc66e6f07beeed88b876ff7b29fa9147615d7c090e,1024,1024,RGB,True,,1,train,1024,1024,True,4afe9cb73da72bf7bf03d9bbabaeeab191a628d6b5582417053e85689f4e83d6,2f2f0b37e70f0f1f
83,83.jpg,.jpg,40145,a7bab4633b18f120620d6a37388d5c2c3051caa5a35292de196446e959fc09f4,1024,1024,RGB,True,,2,train,1024,1024,True,b1587e5bfcae281954e09f01d11259b880b15197ab9e233a855d6d26f3e53047,ffffffffffffffff
84,84.jpg,.jpg,40339,ca3c270e59b042560566876eedbfc129bd679dc5640eaa5d3484a033e5087b34,1024,1024,RGB,True,,1,train,1024,1024,True,f5f37c224d4ff11a854d1fd2b9e3bd3542ac5116ffbd9cdc3a83259c8be36406,0707031919080c1f
85,85.jpg,.jpg,45351,a25a9f279a2f56039402010408d3a233ee0c0f02f06e13700baee234e2b6080a,1024,1024,RGB,True,,1,train,1024,1024,True,fe703588f033a26ed35dded361a8c35687157b8691f2dce01c8cede5f16f24b1,0003d3e934173630
86,86.jpg,.jpg,231065,4b1033bb1ea30818e73bf75954e192568d4a19a8680886156bfe8946b9c7ab22,1024,1024,RGB,True,,1,train,1024,1024,True,3bc3eb5e301e39cd42fc36f47c91ad15e9faff2cc829a983038bf1d684f924c7,0020000001232775
87,87.jpg,.jpg,97873,5d98b3a2f6de2a700d1f5ac195978550101cdbd2d8261bab8778af6326185de6,1024,1024,RGB,True,,1,validation,1024,1024,True,e17c500bfe67f33d77ec2583677f9f37f954c165a2e5fa0012d6150c1adcb74f,8fb899d8e6e1e1c0
88,88.jpg,.jpg,50643,77209c6be6cedeaa8dde8ce8e3b3dfe6383ff5f2d7059bc9b0d211731bb437ee,1024,1024,RGB,True,,1,test,1024,1024,True,82b9a82d23f3f48f11c797d4949a6c0e07c191ff63b6b324b1c0db2f159b8d67,0406060f04c4cc1e
89,89.jpg,.jpg,76396,bcd6fd5c8e6e5da78b6f5b0526c66db9b42feac80b95cbb2c20b52ab2cb6a1fe,1024,1024,RGB,True,,2,train,1024,1024,True,b84b231af1b0e4abd00608141dd68ec67024a1b16e3f93b7c66acb122b0d09dc,ef67e7f3e96c4141
90,90.jpg,.jpg,104887,382735c6d8314c8ea4066e52abe2b5615687abcc693a4ce4b6677c2fa77fe1c8,1024,1024,RGB,True,,3,train,1024,1024,True,3587da0404b49b6ebae4c05fd9b2a40d2b16105d4f995a88cd2e128404eaf2d9,5c5e1f5f3f3f1920
91,91.jpg,.jpg,34055,20abebc725084c47071c38f580f112b714e577937a281fd674f6da71b71d1bec,1024,1024,RGB,True,,1,train,1024,1024,True,08fb8f2b4881b9833bf8dddebac42d9fda3c122d2938816af3388a7ac3a52630,e7a7e3e3e3e3e3e3
92,92.jpg,.jpg,34697,90c4ae078b571b301b39c27679f961fbce84f74cb009c64f651a21fcd0d6dff1,1024,1024,RGB,True,,1,train,1024,1024,True,cacc3da1b1cf7b667af0b7e5b15b648f2e5e6e4dea8fe76d7a384aff075bcf77,30b03030383834b0
93,93.jpg,.jpg,40258,38c5ce8f77aa3ceecd6479f6ad671c5890cd7e3a82218101491a8bf16d0ee801,1024,1024,RGB,True,,1,test,1024,1024,True,7dd470872d69ee0216c907f903ef92295bd3a36f7dc3a6774c133eaad5609247,83e1d0e0723f1f0f
94,94.jpg,.jpg,91449,d389ed2413e8cf33da8bce022d27136ee0a9b681f19b3458913bd12b2497c12f,1024,1024,RGB,True,,2,train,1024,1024,True,df039ab47030b0c0fa3d2cefef163f52931d23135b24d21478ac6ba867451ecb,1f3f67772b232363
95,95.jpg,.jpg,56846,ff9eafd1b80c3759315b79c178f5238b446021a987b948dbdccb81f75e0b7158,1024,1024,RGB,True,,3,train,1024,1024,True,672a726bb00c014ad855775b5434c6316c2eb858c0bb2e1d72cf73c71a8059a7,2f0787c3e369e8f8
96,96.jpg,.jpg,35399,d21eb7b133d2cbe84d0d055b0217aab72becfa81fd088ed465e61b77ecc426bc,1024,1024,RGB,True,,2,validation,1024,1024,True,693c535272e3d6616d0c8cdc1ea39f4ac819de25edb20f6f0264da7b5b245496,3f000301090f0002
97,97.jpg,.jpg,40458,c2ccce5150f9ad83d1a353a51d17afc05dfa128d746d01bf90d3471ed789ed99,1024,1024,RGB,True,,1,train,1024,1024,True,1144f1005d29ac951ead940e7c9e7143098d6b2e34403699529eb878301598f9,37071713f0f3cb0b
98,98.jpg,.jpg,40460,c4a941506691ed8e211036bdd1cfa9c2d9cc85d8b4d47cd718a30f3d780e4ce0,1024,1024,RGB,True,,1,train,1024,1024,True,52652df64f4dbe4da194fd7310b3a4b192119c6935723e9dc5649632bbdb5673,078fff1f19100007
