review_id,instance_id,method,seed,condition_id,input_state,input_condition_id,target_role,target_class_id,target_label,predicted_label,true_label,target_module_path,activation_shape,checkpoint_sha256,checkpoint_fingerprint,preprocessing,normalization,array_sha256,finite,minimum,maximum,input_path,annotation_path,heatmap_path,overlay_path
P9A-011,32_0,resnet18,17,brightness_severe,clean,clean,true_class,3,thunderstrike,thunderstrike,thunderstrike,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,68576f5b7a2c3e8ec550f579fd93095592a0525737877a4e28eaba957b091ddb,True,0.0,1.0,figures/phase9/gradcam/P9A-011/resnet18/seed_17/clean/input_rgb.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/clean/annotation_overlay.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/clean/true_class_thunderstrike_heatmap.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/clean/true_class_thunderstrike_overlay.png
P9A-011,32_0,resnet18,17,brightness_severe,degraded,brightness_severe,true_class,3,thunderstrike,craze,thunderstrike,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,37501fb0462db126d51866d0918b40fc188c19136a524945e3bb649522d2d0af,True,0.0,1.0,figures/phase9/gradcam/P9A-011/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/degraded/true_class_thunderstrike_heatmap.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/degraded/true_class_thunderstrike_overlay.png
P9A-011,32_0,resnet18,17,brightness_severe,degraded,brightness_severe,predicted_class,0,craze,craze,thunderstrike,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,5aaea1ca4843dc5f0c080e71ef549c87175c0937341b7c249f3f6d1002898230,True,0.0,1.0,figures/phase9/gradcam/P9A-011/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/degraded/predicted_class_craze_heatmap.png,figures/phase9/gradcam/P9A-011/resnet18/seed_17/degraded/predicted_class_craze_overlay.png
P9A-012,32_1,resnet18,17,brightness_severe,clean,clean,true_class,3,thunderstrike,thunderstrike,thunderstrike,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,2b89f7ccccdb7b3a5ac3f70c52c15fa85889621c2e54b707ccc8df99eb446fd8,True,0.0,1.0,figures/phase9/gradcam/P9A-012/resnet18/seed_17/clean/input_rgb.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/clean/annotation_overlay.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/clean/true_class_thunderstrike_heatmap.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/clean/true_class_thunderstrike_overlay.png
P9A-012,32_1,resnet18,17,brightness_severe,degraded,brightness_severe,true_class,3,thunderstrike,craze,thunderstrike,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,f2e26d3ff107b28550eca1c42fefdd8339cb3e334dd93d64c25c8282426056d3,True,0.0,1.0,figures/phase9/gradcam/P9A-012/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/degraded/true_class_thunderstrike_heatmap.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/degraded/true_class_thunderstrike_overlay.png
P9A-012,32_1,resnet18,17,brightness_severe,degraded,brightness_severe,predicted_class,0,craze,craze,thunderstrike,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,69ced9878bd8eded90ff56497f58c42ee8ea697167acf1ec8c743961c98ce968,True,0.0,1.0,figures/phase9/gradcam/P9A-012/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/degraded/predicted_class_craze_heatmap.png,figures/phase9/gradcam/P9A-012/resnet18/seed_17/degraded/predicted_class_craze_overlay.png
P9A-013,46_0,resnet18,17,gaussian_blur_severe,clean,clean,true_class,1,corrosion,corrosion,corrosion,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,359b3cc45a8777279f89977ec0a569cb6e1ea160fdfaee5708a75fbb5d485b98,True,0.0,1.0,figures/phase9/gradcam/P9A-013/resnet18/seed_17/clean/input_rgb.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/clean/annotation_overlay.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/clean/true_class_corrosion_heatmap.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/clean/true_class_corrosion_overlay.png
P9A-013,46_0,resnet18,17,gaussian_blur_severe,degraded,gaussian_blur_severe,true_class,1,corrosion,hide_craze,corrosion,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,22863a6ab43aa43327136f4bd2e9547916a849d270b087931d333792349c2c69,True,0.0,1.0,figures/phase9/gradcam/P9A-013/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/degraded/true_class_corrosion_heatmap.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/degraded/true_class_corrosion_overlay.png
P9A-013,46_0,resnet18,17,gaussian_blur_severe,degraded,gaussian_blur_severe,predicted_class,5,hide_craze,hide_craze,corrosion,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,bbe889ab8fbf28d6064a5af6deba73bdf9e01e4ae669c4f43c1ca8acd39a773b,True,0.0,1.0,figures/phase9/gradcam/P9A-013/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/degraded/predicted_class_hide_craze_heatmap.png,figures/phase9/gradcam/P9A-013/resnet18/seed_17/degraded/predicted_class_hide_craze_overlay.png
P9A-014,46_1,resnet18,17,gaussian_blur_severe,clean,clean,true_class,1,corrosion,corrosion,corrosion,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,afdeced74c595af4fe0d636cbaa3cee414835348ca9cf53ea0492bf33cafeb2f,True,0.0,1.0,figures/phase9/gradcam/P9A-014/resnet18/seed_17/clean/input_rgb.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/clean/annotation_overlay.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/clean/true_class_corrosion_heatmap.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/clean/true_class_corrosion_overlay.png
P9A-014,46_1,resnet18,17,gaussian_blur_severe,degraded,gaussian_blur_severe,true_class,1,corrosion,hide_craze,corrosion,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,4f2c3339ae49dc18c3f49e88773e03af045432f3a7e84859e2ee0fb82391c37e,True,0.0,1.0,figures/phase9/gradcam/P9A-014/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/degraded/true_class_corrosion_heatmap.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/degraded/true_class_corrosion_overlay.png
P9A-014,46_1,resnet18,17,gaussian_blur_severe,degraded,gaussian_blur_severe,predicted_class,5,hide_craze,hide_craze,corrosion,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,38e90a1b93b88b21ee18f411bf1cbe0c6d5f0ee649f75661510b5da7404adbd0,True,0.0,1.0,figures/phase9/gradcam/P9A-014/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/degraded/predicted_class_hide_craze_heatmap.png,figures/phase9/gradcam/P9A-014/resnet18/seed_17/degraded/predicted_class_hide_craze_overlay.png
P9A-015,51_1,resnet18,17,gaussian_blur_severe,clean,clean,true_class,0,craze,craze,craze,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,70f60584ad648215bd7c67443bd9569ccdc0d8259f178f54974eb5ba6f85e404,True,0.0,1.0,figures/phase9/gradcam/P9A-015/resnet18/seed_17/clean/input_rgb.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/clean/annotation_overlay.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/clean/true_class_craze_heatmap.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/clean/true_class_craze_overlay.png
P9A-015,51_1,resnet18,17,gaussian_blur_severe,degraded,gaussian_blur_severe,true_class,0,craze,hide_craze,craze,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,7c93f6207a9a24dadc915df7d54b9f9cdca2667eb29b2d40be72c2f1c3156f06,True,0.0,1.0,figures/phase9/gradcam/P9A-015/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/degraded/true_class_craze_heatmap.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/degraded/true_class_craze_overlay.png
P9A-015,51_1,resnet18,17,gaussian_blur_severe,degraded,gaussian_blur_severe,predicted_class,5,hide_craze,hide_craze,craze,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,36d284251b7c5a333f8a794b9ec4d7797ca44bad87ca67cd5b3543bdf18fa155,True,0.0,1.0,figures/phase9/gradcam/P9A-015/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/degraded/predicted_class_hide_craze_heatmap.png,figures/phase9/gradcam/P9A-015/resnet18/seed_17/degraded/predicted_class_hide_craze_overlay.png
P9A-016,57_0,resnet18,17,gaussian_blur_severe,clean,clean,true_class,0,craze,craze,craze,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,8bf41e2d5f1ecb07b9eb25cd2e0e2d79ad119caf027acd44e67d0c655251a970,True,0.0,1.0,figures/phase9/gradcam/P9A-016/resnet18/seed_17/clean/input_rgb.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/clean/annotation_overlay.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/clean/true_class_craze_heatmap.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/clean/true_class_craze_overlay.png
P9A-016,57_0,resnet18,17,gaussian_blur_severe,degraded,gaussian_blur_severe,true_class,0,craze,hide_craze,craze,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,ae06cc8dab1f9a2417f4edaca7f789a07c400f033e9b2c2ecefc962aa9931fc2,True,0.0,1.0,figures/phase9/gradcam/P9A-016/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/degraded/true_class_craze_heatmap.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/degraded/true_class_craze_overlay.png
P9A-016,57_0,resnet18,17,gaussian_blur_severe,degraded,gaussian_blur_severe,predicted_class,5,hide_craze,hide_craze,craze,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,ae2f391e4ccb49cd48debafdd3271512bf6371044f9d4fa7788942352e8bda51,True,0.0,1.0,figures/phase9/gradcam/P9A-016/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/degraded/predicted_class_hide_craze_heatmap.png,figures/phase9/gradcam/P9A-016/resnet18/seed_17/degraded/predicted_class_hide_craze_overlay.png
P9A-017,112_0,resnet18,17,brightness_severe,clean,clean,true_class,3,thunderstrike,thunderstrike,thunderstrike,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,439f53bbe27cb22182b99f2da60b5a707e527c347837cdfb435f98667f5272ba,True,0.0,1.0,figures/phase9/gradcam/P9A-017/resnet18/seed_17/clean/input_rgb.png,figures/phase9/gradcam/P9A-017/resnet18/seed_17/clean/annotation_overlay.png,figures/phase9/gradcam/P9A-017/resnet18/seed_17/clean/true_class_thunderstrike_heatmap.png,figures/phase9/gradcam/P9A-017/resnet18/seed_17/clean/true_class_thunderstrike_overlay.png
P9A-017,112_0,resnet18,17,brightness_severe,degraded,brightness_severe,true_class,3,thunderstrike,craze,thunderstrike,layer4.1,1x512x7x7,423044a36d0fe953eb20744fc6af7b5c725582d275a06c768e7a70401248b998,e87ca88dad134833a54171674332ea76920f957e7d7e1df10b9ec308ebeff8d8,frozen_imagenet_normalization_on_224x224_phase3_pixels,independent_per_map_minmax_after_relu,e29ef5314c98641fc881599cdec4b1d2b5e12a22a6438106517d435c70a3a1e2,True,0.0,1.0,figures/phase9/gradcam/P9A-017/resnet18/seed_17/degraded/input_rgb.png,figures/phase9/gradcam/P9A-017/resnet18/seed_17/degraded/annotation_overlay.png,figures/phase9/gradcam/P9A-017/resnet18/seed_17/degraded/true_class_thunderstrike_heatmap.png,figures/phase9/gradcam/P9A-017/resnet18/seed_17/degraded/true_class_thunderstrike_overlay.png
