source_image_id,instance_id,canonical_label,class_id
885,885_1,craze,0
932,932_0,corrosion,1
980,980_0,thunderstrike,3
980,980_1,surface_injure,2
980,980_2,surface_injure,2
984,984_0,hide_craze,5
998,998_0,corrosion,1
1004,1004_0,hide_craze,5
1004,1004_1,craze,0
1019,1019_0,thunderstrike,3
