corruption_family,severity,instance_id,corrupted_image_sha256,corrupted_pixel_sha256,transformation_config_hash
brightness,mild,161_0,aa121b9c45f6dcc448c10f7e65fa8169a36c22616ebfd48e8e3c8a3d84dd3733,2f74431c7dbe4b3a2f43cf3558e7824d99c12c43700f5edfd5c66cf0c91ae422,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,163_0,9c65375a8ba7713482acdb6b81dc3eab71426e391ba4be0893df83576ce05c01,1d59285bb628dee08b85626bc0845768f4829d95355ee67ec4712409f6da7636,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,166_0,e9cc12c7a6962852547ad6cbec8ee71193db47a959e4bc52258928567259209a,2625ff2cc62da97e231264332951ea3990ce1c150b43d2c791cac08420887020,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,167_0,34d387c13759c849f2c07bd0000dfe79fc4015bd9857ab1413088b09c72847a9,ccd04e69e98d107132337789e091da8bafc92fa65d04d6d0b4ea16bed5d78371,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,167_1,c74645b9732730b475a2a4bf5bb5050805c70b94009df4d0b6d067ce4d979573,95a275f774d181f9f6999720ed2fcef294f722ed50a26363f323b75713dab655,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,178_0,22ae65bd5e83dbb2ecfa810d8c80b0fc49fac60a8d59aa0e65fe68071d24458f,c741cdca628d6f62635ba9d8d6a6223bfddef9eae43b349207d4aa6960eeda7e,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,178_1,873a689ad92189225ec398b636882e917935231cd741d19dc7736c4db86e4f6e,90ee1a8e08389b3f932400fe000b97084a4fa0ca58c31d41a35bbd7fec46d3da,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,178_2,b204cc852f9a35b7a78c0a8b079f11d092b46f7bf72d918d81aea4fd0ca8021c,f81d2f95f19ecafbb8320f4b829f96f2699127ecaa231384624ca389a1ae7c88,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,198_0,1250f1855b15673f803f2a888f3409716d46552a72d6ca8ebc6fee71e63475e3,b9f42746402d5e77d5f2420aa90b6aa0de505996f87e836d39640a071a129587,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,198_1,c789ead11d98cb4b0ebcabb55a58e64662b2a8224c15fd1ca097f16b0b6fdaa4,c5334f8b19967d4fc59fca0d36e3e0bcad59c649634ba3cabbeefd08c2ced1b8,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,209_0,a7da7ef8bdd69849b09f9a81ff39cca0d7a9bd390faec3c678fa9422333bb0c3,afc1d1dbde2cee2c08c80fa0c340db9a2f19557a7efcaaa00828d889ea573de3,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,214_0,51e1f0cec65d6b6234546646390112de04e315721f168bae369ec49db1d065fd,2e8a50afc578fb3ea4593279de51aba09e6a3adc2a77743ea0b2cc9555d1f775,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,216_0,91e24e4ea928a69259d0fa35966330217cfbbd4f859f863ab8f630c65a210eb4,99789b61066c9125c3df0cb3504083e509cdef922a1ab9cb3a069e6206d1c053,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,217_0,6ec480f967c89cf7489036cde6674f09fba7f183f6494058931819eb841319b1,203efdecba2b8294852ff20637c47c3f012e7092ffa9edc094eb492b3e8d4ade,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,224_0,3d73b3526bedd04639eb934c3b10e2d14836cd721398ad1091c1da111a75577c,4e890a318547bc051054c8c4d9e9e6dc9196a800b25bbae9fe5ca6079d5ab5fe,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,228_0,df23094b43cda79f432af70cfce14bcf24d368cfa558c33ac52aef1fa3afd30a,400522271e8ca63cd58deeea7611259a602b08110359c4501d25ec93e83d1bc0,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,228_1,12bd074d18f39b0b878cf3c94bb285bc8a50f60a2eca843fcf8fcdb7447470b0,b6943df8057d0cb86f0b61e48c30ed121d50112f1f24164ec4cddeb860c2d78b,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,234_0,70cbb4f38eb479f3ee37657dc78c2cb97df7d6685973095fd94a4cfab9b26a86,116ab32eac64666978ef66514d19d88838839b4ac09acf3c5304be23ec5c4e7f,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,234_1,d08065268a091707b9aab95d04baee28c7253a50475976eab4ca0d17a30699d5,1f39f6afcc96941ea3423b1db0a6954a456b54a1ea04da1d528522581642d9b3,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,234_2,cb6a16b622c2f71655e166cc515dbbee039ead35f63361c9f7a22425d34e3d0e,7d6f185d45f3dc0bb8d08f976e6a4c98e659b919ed08288a1d65daac405ac977,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,234_3,59485ff6f00e046561f319c94e7c5c6871d2a59c210413d40574488c0599d6cb,b14816c5bcaa4610831c0d04ae8e0a66fe6f8fdd7b8c9ecbcf7bab96fa8190ac,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,234_4,d0488358747fda1fced25510833dbdb011f29f8953425debd38531c948b7f9aa,344b6444351b2ed999bf9ea8bcaf90d1b8f04f4b8946fd3a0cc12ae9b87eaa2a,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,238_0,231199a2c0fbab448c1b0a52dbc3979389c718aa1b8c8046789536d9d3596bbd,1e383b19a63d282ed14a8a511057e1c4aa9739dfe84d93ef6de025becd2a4120,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,238_1,ae6702a4026954d3e56ee2542ae97928af28ec7fa6ea2ea0f94c8c63af91fdbf,fd90f0f35ad60e2f9f39d3c0fb1cf58571d1bbb9f550b01f4bb7f71944aacd85,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,250_0,6ac6350f7ab406884ea28930757435755304af731442ea113d8dba0fd7153f90,b9f186ec88be4618f29a827876eb9d42224dadce2bcf4bbff62f535fc674d3b5,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,252_0,d09bbd90b1b28716eb43f228df9c277eb44df2fc9a808826344f219d19eb1b31,1f3a3d1f4c16ec5a5d82c52a2274d47d66c87caff5470fff319c89593566c8fd,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,255_0,c2e2d235d05071545a9419fdc63fb9f6eac260c0cf6eca993b0ff32bd1e6438b,03c9b54b28a33170190166081a193abc8fe331d2603b4231b90ab53e89418294,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,255_1,7729fa00c6fef30c81a96464d7fbda402f5d452e10eff0b8527b732c8ab63173,4a4e43fb7f64f15ecbb2b7a91e9a199519b13d5ae787582e87759d0c9538904a,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,257_0,e4fb7d5a8053adb1f612b837b945acde2630cd595742e209f40f35f81ad3a03e,843faec5500ded6d527ebe4c03dd247c7b1cece1914a5635a6768a63c6020c28,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,257_1,3ed9ace602ecc7459c970c40c74102ddf8114532d04d983b2007c078cd2f560d,0735f7d119c243fe0c19ceb189f63aa7a54578ca619b50ae1343763f72b766a3,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,269_0,6c42851510a83c44e0747b37514f33a530a31b10ffc837edb8fcee6ac568252f,d0f2e1da2a189475293fa4439ec1b40ac3fda611d54774c2627ab255acbd4bc2,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,273_0,acccc5bdfbba07d154472b7ef584374951c9355764789a5dad61794b93dc3d8d,52a06494c4278e5ee06b4074d4af3ba66fa2e1dc710b54acdb4158a2a2251334,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,273_1,d9d139f155796b4849e903046ff5b9b06f42c46296e7ba344d4e87b0d89fc6d0,199d814fc563879516160525b75855d122e1f5be1c5bd0864a57ff64979d21a8,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,276_0,1db46c1328db6031d70ced85f0224f7176f35e1ecf2117df1da8d974e8256fbf,35868e930cf5b5613bd5a0d9ca2e8851c794308e1f3f3ccbfde37d78690f08f5,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,276_1,521bb6824e01637e1cfdb20760cc2998e8be3d0a851381bc5d944c45e5ec7437,62dacdc2a8f632b8daf74aa8d3adf9826ff03ce5ae933bf8b5f4830d075f9adb,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,284_0,7def67e0369a204051b4bf5fca26e12158ffad8e9d2b4bcdf80c49a8a63175e3,5d595ae0f626df0966c804bae99e377623a959de73fb30701c585298ea7d430a,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,285_0,d1949289f665056059508abd9fe2df2e68e287d21040536814c7a698e85b3b48,cd78832c79a8ec5f509119c9bbdec62f4f3a54d9c380a3dd90f8f8326befa83c,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,285_1,cfc2d7ec03192bd0afb102d3d07d50c74c2f8e020cc41b18ca84e9d2ca880889,24f1226e08692098da5516eac1a17f1495e0733f8d7c1d585278144f538ce6a9,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,318_0,fee5280060b29f4f3c8063a1d788e0a3f0840e5b60f3b6faddd55b211d245ea1,e637aa33ee54e01b4d0dd235ae878a689b5cd7a5424229d298559a443ec809d0,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,322_0,9636c7c92897eecb8854e8aee0e4b80d773f7ad079b1f5fd217aa14c36935320,c0e02d6b885545d5266c8d142db8a47058c7011fb5d90953d4151d6a5dd4d20e,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,323_0,e1ae74d44e4e158a3e0947049307ff56ac81a29a42299da591583129e14de46c,c65c238a5e7bdd18c5a1299f26573deb44407d8f5809a617fd69fdcdbcaa2725,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,326_0,35a4ba01747180b455a0442a308ff1bd81add06318a432148cff805de1395b64,4d0ecdfe2e672523b04ded9125be7553508d4eada896112195eefa510f3b9de5,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,326_1,7577f347f970c981ca03d34e6337cf5baa98b8c2e257f0c15b2e03e4808d736b,7ab774674e5468fa6d7500aedf1f19f9aa2a269552396ed94f5d613b21143f2f,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,32_0,146f21b84caf3f9ac7847175bb541cb06a3727c6bc24c57ad66fc088c8427d05,e43b2c9e22d106abca4e255d17669b83fad7fc6f21cb698a5a14386fbb6d10ab,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,32_1,193091e19aec2251fe768be942b354258ebbc41401924c651f0a4de5e09972f5,f7e1be5da7c59051c4178818cb4325c467674818957933625df532a446fdf586,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,332_0,6f49a031cca8b2a40597ed89fec711f9bb2b958a06231e3fc6b83b01ceba924f,3512b67c678c7276f54c247a6539507aa165342cf6da48d496c61bf08f15e9f3,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,363_0,b37dbc27381ef46b1574a4a6e612ac7d734252ead7d549b2200e137f1c0c5550,953b838c68ebd10c0d9a6c8dc672420c9b307c753a89d4ec1907e4c1d2c49553,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,370_0,fdc8ae0c6ee6a9311f258b7cded466e49ca31f166a1bc5f758f429ab4e3d2b47,e708336d7cd73e66ca9005f98ddcbb70c9adae69d1b1adbdf32a827d7ed6a1a4,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,370_1,dd0951111f88e3c780e9ba4e28079510f02ade7a775c259ce6228f1ce1f53581,1c80d810ae3b75026ed8e1845b721f3913f3f044b92e4f01589ba368aa672ccf,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,370_2,ce0b120ad7ed627b719bcf7b7214fc5a1bbc813e749ff6ed9f7eff4de72f1a6d,debbc575c5ebc19e53d80c7a7a373869fc89eac06d5aee7e1b6169d38fb2a80e,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,373_0,618d4f469147612b13ce4992680c7e26e3a0326d95a4fa1d5890cde67541ce24,bc2a87b98fb96ec1f49bcd7e07b16534a3d445b2ffa45f289769ed2ec42fb89f,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,379_0,bd1bd6ef1a66b6f84b527e67bd75d4f78b2cb62bc5bf5d7a5192f7b841e53701,0fa0ed1b63011ee3f2cf56e71ab255343b31367c4dd7306ba5ebab176ad094d4,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,379_1,923808b5098385eb5f84cb6ac7cd252a7e0f9ede2f458e0d7793ce872f263ecd,58b09a06ca1517156d2d5e53cb9cee2171323e061ed746fadf21ef229b1901b7,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,388_0,52003c4fc074ca8061ac9199ae649c13c77522f76f64c9051fd978e3c5d78632,6a6112d7879e2d00755d109e53f55aa01231523f7c0e1fc27287f849fcb04fe1,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,389_0,1cb353c65b2e738b4e4a5a89367baf1e89a6e0582fc70d4f1ab627a83a67f7c5,15a71ee642a3d0b1b67f44577a579785eb3750361b3cf32b1f0c6088ddc07845,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,390_0,d42f99dfaed33d299330dd9d495fa42280a4a10ae8f42dfdc797c03fd71a3f89,a551f23822c693279889b53e118d144ee1180a4930aced67eba8d1716e2405ae,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,394_0,d7a172b1f4c1d11f641af7e866f4a89893b69d0558b9097802fe746574f349d7,7b0f124092900a8f91e439ecebf0535a280a2ce58576eafea0a176be1ed54964,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,405_0,86f674ac357b3ee5c5aae301f250f27d544a2b53cc4f2744d28ae524926493c4,c9ed849fceed2a2e5bb64604b579ff0e0af00ad64452e7d3b1097547fe3d8080,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,407_0,83d87cd09ff7060254333a844324e822a4b33dba6143bf2c2be16f218aa55d07,e2a778944eb1f4e3cd540211cbd10ebd0a9d1baba66a6ac3d3ce5857e80179f1,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,408_0,93f3d453f3637c952c5b0d4423155bc3b086b148c686597d140bcf5bde420f71,e4f6a5c5c864c402d02f1d9cab69b699f318901edf507c5d0d9e6f8391599e76,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,408_1,1a76526e2a161d86bb974f75e5044e137c14c60858e99ce401a7236624ffca69,d71f04562616b22bdb7f1cc782d7af60b444c6a10d85122da09055e8dc400967,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,410_0,7583713a291788b29b1ae24f013826dba28d90b8bd6e68ffc38dee7dfee3ed0f,166715538c5e94157a23bce90f1ff4fc24d8d809e17984b3e650849621cc363d,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,410_1,bc3fe9689bc400b74cb011ebe19ada12d6f2ff7cee94f2b79964fcdee818bb79,f0a34cf5cbc0c3e93db601787cc72c93a77b1202b61b0640911186622116897c,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,432_0,9ccfcba0c5dde6087eb28e46fabbb02a8df123d384743b1d611f3f15260522b5,e6ae94ec82624d5106581230471f6aab4d1eb0f2c5230d570c5340b245798478,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,438_0,64128459661b252a3bbe4e230c10f4242c993c8c8027750be910ad97c6237110,4fc812ab540ecf0f7bb39d9fce1e50bd74c9b33e26932333511005ad603c7276,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,440_0,6e2617fbb0f500fb31d180e737394321091e3129e0e444dd86c09394f0a005ae,f01d44ed2ace8d063de13ebdaa25df6da044b7f80512ded3d7226c9cf823a805,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,447_0,b425151d312052eba78b82fea072a8b7cb197ef5bde619d42c2ba9a070b90bbf,21fda30c0c24fafa9bdc19544cf5269d1dc4a593d6f9f7358cbc7717c9c2ed2c,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,447_1,6e07f8c7854be1592c4bd3580618c57ad77413954f75113800f44bd4b7e1934a,deefbc2e1ade9534e91d7a41519639fd964ea1f54c14738ac3619aa88d62bbd9,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,451_0,2671f7926d21f9c2055d51dbd0483f8d386bd411c99adeeb14d6268dfaf3f70c,a63b7e06b5d3b759d9622e7b57e8719c29f902be35fdd9ab2cf7ac99a9e4a1ee,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,457_0,050a7da936bea0079149e1f081c389a72bc5794077137c52c3dc9ecaf83579de,5704d19186c0abf59671c8029a19e33a9116db387c1571aff091b24227b747e9,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,457_1,d1689c537df24230fa804b2406d6c566d1d6da93be1601d6113295bcf9a0e4b3,488d538767c232a28149871399459abe394f654df7d1f8a0a8654ec79ee7ce73,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,457_2,401e6278c6f2724732e1c58262984a03d76f611114911bb3d69b381747c5b086,0565c19310384a7fed35053116a793708287bed2c61d99630cde82f13317005b,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,464_0,68e56b3ac92d33ad1ca3d1bca1572a3103e31c9e78fcfb9b7e24828558ae544f,c223472de93b448ac4aef92ab078b47a4a0d610fb0c37b38a19e2286842893a3,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,464_1,36db32858f559a2e584f137894654e9f5d21a649ce302b0540c5e92e35d138b5,1277aa879719ee0b76770a081d4c51667b8c196d64c680671b343c0472ebf797,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,469_0,264c1edabbb28fe885355f30924420414fef285cb22ab56e8208fcaf99fc49f0,1682ef6d71988d78368e1a8ceb38432f4baf42f9339d49df63ca51e02f7fbef8,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,46_0,fc915973466758a4b6013731864d2e2c33f028b3cbbdd8c3ea632d30b281f16e,d43e4817cb200324c1c7b061e570cb66714a20865abf24c22c08a842fb8c49a7,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,46_1,f7955326884dcdcc9ae65ca235ace8a1afe275b017a9e605765528b4a037a105,e141d94cbeaf5c869a7be96272ba99e0c76aca50b7eca7814fb7e3b71deb64dc,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,473_0,47b6b942cc7e3000bd48d04ed581d831deb6cfd7fccecfe949b3c42525ecc9bf,b7b14f430a099dc6af7e2ef7d1daf4c3a3f005d1158af3fc9fe387661dc02ce7,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,476_0,c2a1e6a52f28cbf940c820cc338632a734e1f9bc867b3b5c3238905e4203ebfa,4d11bdda6daaef707a7c03530062b344ab6c2093ea4f2465d161a3b0cb80a5d1,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,479_0,e365f825878d63ddffd47e760150e18f2ad522eb89972bc287a0ec1c33367f34,6c9218bd9ae94b3beec57e504f06bc417cf920c86d0d9071376f2f1340f69814,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,479_1,d83aa21b8a04f36d076f3b3870316f6fd0c80a96cdfb19ed86db59fab11a11ed,af0cd53cd957c2b39513a476f0b9a025df9211fc6b8cc9967ebd826cda7d9c3b,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,48_0,aaa1aa48e73ae7aaacce005863e3df160bf741cefaf83175680ba02f0a3388e7,31a5cc501a13f78b2751087fd43471d866b805f6bd79b1c8d926a036d05b7dc9,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,501_0,707b69c23fb5b4e95dfa15edc3c9101aedc2427ec6224e78b438990ae5665793,020434a1cec4169439084f0606134e0fe3ceaabb8752b563e2dc57c0a88ca795,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,505_0,1473b91a10f0feeffcba91237b93401b04b8def8020836b9241a509bb9c28a8e,7afdd5db8dbaf5d913a1e05e30a58587f8ac556bf159faec4fffc4679560d525,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,511_0,3927892f358bc634c3ebc013d9edb43203b7749c9bb6700430aa29b1ad986b57,50f014fa23259e557da951b741aa255dbbbd1f7c64fe659d69313798ae4d1243,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,511_1,4c89ee216cd745303573e086925a47f1017f4b68d7c56d266bbd8c856814d1fd,ef475f4c4af56a2fc3a925905a3ef7d556da240b0a7d27320c4e674426dd09e5,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,51_0,0a58d97e0827af3e20275b95947c6b5f1cc94ff456cd9ce6bbfc44ed81d2da76,7385ed6ff03738e4b174dfb3d3dd0e6c78c053a0d3f8fd1fb860b65aafebbad0,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,51_1,1baee72da9f2b58856dff46fcd6b539c606ab00eaa1f0accfe5f43ec3278ef62,33da3f754c4c89cbea8ae94302b911453f05f469af8473ad72c2ac7058a75f8d,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,521_0,e2a899b9c4e58c4433c1d292c70bcc7ced9c2ad258181faedb687be3afe32f3c,6b5a221fed4cacb1f84a45528c460a2069d1d3f02f0be32c99b1d3058e536990,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,521_1,9478b5da9de95ae2372feedbdbcd053bea3f672cd6c8983702a888a0c0e787ec,0b5ca19561591903d21bbc0f4df5592957711a59ede8e4e017978cb522192b41,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
brightness,mild,541_0,a7c0b06712d055db29e5b1f8beaa60922aec2d5ebade6525e3f40aa2d3b5285c,996d9dd0d7f240bc8f35a84672998439ce983748ef17d30f4a1a0613db05ee47,a46f7c429110314b57dc8b36d01b671de5d626a6d386687c8ba1d039175755d8
